01-06-2019 17:01:39,F10,486
01-06-2019 17:01:39,F1T,82.22
01-06-2019 17:01:39,F1H,33.00
01-06-2019 17:01:47,N10,1004
01-06-2019 17:01:47,N11,1004
01-06-2019 17:01:47,N12,436
01-06-2019 17:01:47,N1T,72.14
01-06-2019 17:01:47,N1H,99.90
01-06-2019 17:01:54,P10,351
01-06-2019 17:01:54,P11,836
01-06-2019 17:01:54,P12,906
01-06-2019 17:01:54,P1T,68.36
01-06-2019 17:01:54,P1H,99.90
01-06-2019 17:02:01,F20,616
01-06-2019 17:02:01,F2T,75.38
01-06-2019 17:02:01,F2H,47.40
