date,sensor,data
12-10-2018 22:00:01,F10,588
12-10-2018 22:00:08,P10,284
12-10-2018 22:00:08,P11,254
12-10-2018 22:00:08,P12,267
12-10-2018 22:00:15,F20,538
12-10-2018 22:10:01,F10,590
12-10-2018 22:10:08,P10,286
12-10-2018 22:10:08,P11,256
12-10-2018 22:10:08,P12,269
12-10-2018 22:10:15,F20,540
12-10-2018 22:20:01,F10,589
12-10-2018 22:20:09,P10,285
12-10-2018 22:20:09,P11,255
12-10-2018 22:20:09,P12,268
12-10-2018 22:20:16,F20,538
12-10-2018 22:30:01,F10,592
12-10-2018 22:30:08,P10,285
12-10-2018 22:30:08,P11,255
12-10-2018 22:30:08,P12,268
12-10-2018 22:30:15,F20,542
12-10-2018 22:40:01,F10,593
12-10-2018 22:40:08,P10,287
12-10-2018 22:40:08,P11,256
12-10-2018 22:40:08,P12,269
12-10-2018 22:40:15,F20,545
12-10-2018 22:50:02,F10,594
12-10-2018 22:50:09,P10,286
12-10-2018 22:50:09,P11,256
12-10-2018 22:50:09,P12,269
12-10-2018 22:50:16,F20,540
12-10-2018 23:00:01,F10,596
12-10-2018 23:00:08,P10,287
12-10-2018 23:00:08,P11,257
12-10-2018 23:00:08,P12,269
12-10-2018 23:00:15,F20,547
12-10-2018 23:10:01,F10,596
12-10-2018 23:10:08,P10,286
12-10-2018 23:10:08,P11,256
12-10-2018 23:10:08,P12,268
12-10-2018 23:10:15,F20,543
12-10-2018 23:20:01,F10,598
12-10-2018 23:20:08,P10,286
12-10-2018 23:20:08,P11,256
12-10-2018 23:20:08,P12,269
12-10-2018 23:20:15,F20,544
12-10-2018 23:30:01,F10,598
12-10-2018 23:30:08,P10,287
12-10-2018 23:30:08,P11,256
12-10-2018 23:30:08,P12,269
12-10-2018 23:30:15,F20,550
12-10-2018 23:40:01,F10,599
12-10-2018 23:40:09,P10,286
12-10-2018 23:40:09,P11,256
12-10-2018 23:40:09,P12,269
12-10-2018 23:40:16,F20,550
12-10-2018 23:50:01,F10,599
12-10-2018 23:50:08,P10,287
12-10-2018 23:50:08,P11,257
12-10-2018 23:50:08,P12,270
12-10-2018 23:50:15,F20,549
12-11-2018 00:00:01,F10,606
12-11-2018 00:00:08,P10,286
12-11-2018 00:00:08,P11,256
12-11-2018 00:00:08,P12,269
12-11-2018 00:00:15,F20,552
12-11-2018 00:10:02,F10,603
12-11-2018 00:10:09,P10,288
12-11-2018 00:10:09,P11,258
12-11-2018 00:10:09,P12,271
12-11-2018 00:10:16,F20,553
12-11-2018 00:20:01,F10,604
12-11-2018 00:20:08,P10,288
12-11-2018 00:20:08,P11,258
12-11-2018 00:20:08,P12,271
12-11-2018 00:20:15,F20,552
12-11-2018 00:30:01,F10,602
12-11-2018 00:30:09,P10,287
12-11-2018 00:30:09,P11,257
12-11-2018 00:30:09,P12,270
12-11-2018 00:30:16,F20,554
12-11-2018 00:40:01,F10,604
12-11-2018 00:40:08,P10,288
12-11-2018 00:40:08,P11,258
12-11-2018 00:40:08,P12,271
12-11-2018 00:40:15,F20,557
12-11-2018 00:50:01,F10,600
12-11-2018 00:50:08,P10,287
12-11-2018 00:50:08,P11,257
12-11-2018 00:50:08,P12,270
12-11-2018 00:50:15,F20,558
12-11-2018 01:00:01,F10,602
12-11-2018 01:00:09,P10,289
12-11-2018 01:00:09,P11,259
12-11-2018 01:00:09,P12,272
12-11-2018 01:00:16,F20,559
12-11-2018 01:10:01,F10,603
12-11-2018 01:10:08,P10,293
12-11-2018 01:10:08,P11,260
12-11-2018 01:10:08,P12,272
12-11-2018 01:10:15,F20,558
12-11-2018 01:20:01,F10,601
12-11-2018 01:20:08,P10,294
12-11-2018 01:20:08,P11,261
12-11-2018 01:20:08,P12,272
12-11-2018 01:20:15,F20,562
12-11-2018 01:30:01,F10,604
12-11-2018 01:30:08,P10,293
12-11-2018 01:30:08,P11,260
12-11-2018 01:30:08,P12,272
12-11-2018 01:30:15,F20,563
12-11-2018 01:40:01,F10,604
12-11-2018 01:40:08,P10,294
12-11-2018 01:40:08,P11,261
12-11-2018 01:40:08,P12,273
12-11-2018 01:40:15,F20,561
12-11-2018 01:50:01,F10,608
12-11-2018 01:50:08,P10,294
12-11-2018 01:50:08,P11,260
12-11-2018 01:50:08,P12,272
12-11-2018 01:50:15,F20,565
12-11-2018 02:00:01,F10,612
12-11-2018 02:00:08,P10,295
12-11-2018 02:00:08,P11,261
12-11-2018 02:00:08,P12,273
12-11-2018 02:00:15,F20,563
12-11-2018 02:10:01,F10,609
12-11-2018 02:10:08,P10,294
12-11-2018 02:10:08,P11,261
12-11-2018 02:10:08,P12,273
12-11-2018 02:10:15,F20,566
12-11-2018 02:20:01,F10,614
12-11-2018 02:20:09,P10,294
12-11-2018 02:20:09,P11,261
12-11-2018 02:20:09,P12,273
12-11-2018 02:20:16,F20,564
12-11-2018 02:30:01,F10,612
12-11-2018 02:30:08,P10,293
12-11-2018 02:30:08,P11,259
12-11-2018 02:30:08,P12,272
12-11-2018 02:30:15,F20,564
12-11-2018 02:40:01,F10,618
12-11-2018 02:40:08,P10,294
12-11-2018 02:40:08,P11,261
12-11-2018 02:40:08,P12,273
12-11-2018 02:40:15,F20,562
12-11-2018 02:50:01,F10,612
12-11-2018 02:50:09,P10,294
12-11-2018 02:50:09,P11,260
12-11-2018 02:50:09,P12,272
12-11-2018 02:50:16,F20,567
12-11-2018 03:00:01,F10,613
12-11-2018 03:00:08,P10,293
12-11-2018 03:00:08,P11,260
12-11-2018 03:00:08,P12,272
12-11-2018 03:00:15,F20,564
12-11-2018 03:10:01,F10,618
12-11-2018 03:10:08,P10,295
12-11-2018 03:10:08,P11,262
12-11-2018 03:10:08,P12,273
12-11-2018 03:10:15,F20,566
12-11-2018 03:20:01,F10,617
12-11-2018 03:20:08,P10,294
12-11-2018 03:20:08,P11,261
12-11-2018 03:20:08,P12,272
12-11-2018 03:20:15,F20,565
12-11-2018 03:30:01,F10,617
12-11-2018 03:30:08,P10,294
12-11-2018 03:30:08,P11,260
12-11-2018 03:30:08,P12,272
12-11-2018 03:30:15,F20,567
12-11-2018 03:40:01,F10,615
12-11-2018 03:40:09,P10,293
12-11-2018 03:40:09,P11,260
12-11-2018 03:40:09,P12,271
12-11-2018 03:40:16,F20,571
12-11-2018 03:50:01,F10,616
12-11-2018 03:50:08,P10,294
12-11-2018 03:50:08,P11,261
12-11-2018 03:50:08,P12,272
12-11-2018 03:50:15,F20,571
12-11-2018 04:00:01,F10,618
12-11-2018 04:00:08,P10,293
12-11-2018 04:00:08,P11,260
12-11-2018 04:00:08,P12,272
12-11-2018 04:00:15,F20,570
12-11-2018 04:10:01,F10,620
12-11-2018 04:10:09,P10,294
12-11-2018 04:10:09,P11,261
12-11-2018 04:10:09,P12,272
12-11-2018 04:10:16,F20,573
12-11-2018 04:20:01,F10,621
12-11-2018 04:20:08,P10,295
12-11-2018 04:20:08,P11,261
12-11-2018 04:20:08,P12,273
12-11-2018 04:20:15,F20,572
12-11-2018 04:30:01,F10,617
12-11-2018 04:30:08,P10,293
12-11-2018 04:30:08,P11,260
12-11-2018 04:30:08,P12,271
12-11-2018 04:30:15,F20,572
12-11-2018 04:40:01,F10,620
12-11-2018 04:40:08,P10,295
12-11-2018 04:40:08,P11,262
12-11-2018 04:40:08,P12,274
12-11-2018 04:40:15,F20,572
12-11-2018 04:50:01,F10,620
12-11-2018 04:50:08,P10,294
12-11-2018 04:50:08,P11,260
12-11-2018 04:50:08,P12,272
12-11-2018 04:50:15,F20,573
12-11-2018 05:00:01,F10,617
12-11-2018 05:00:08,P10,293
12-11-2018 05:00:08,P11,261
12-11-2018 05:00:08,P12,272
12-11-2018 05:00:16,F20,573
12-11-2018 05:10:01,F10,617
12-11-2018 05:10:08,P10,294
12-11-2018 05:10:08,P11,261
12-11-2018 05:10:08,P12,273
12-11-2018 05:10:15,F20,573
12-11-2018 05:20:01,F10,616
12-11-2018 05:20:08,P10,294
12-11-2018 05:20:08,P11,261
12-11-2018 05:20:08,P12,273
12-11-2018 05:20:15,F20,574
12-11-2018 05:30:01,F10,608
12-11-2018 05:30:09,P10,292
12-11-2018 05:30:09,P11,259
12-11-2018 05:30:09,P12,271
12-11-2018 05:30:16,F20,578
12-11-2018 05:40:01,F10,610
12-11-2018 05:40:08,P10,294
12-11-2018 05:40:08,P11,261
12-11-2018 05:40:08,P12,272
12-11-2018 05:40:15,F20,573
12-11-2018 05:50:01,F10,605
12-11-2018 05:50:08,P10,293
12-11-2018 05:50:08,P11,260
12-11-2018 05:50:08,P12,271
12-11-2018 05:50:15,F20,576
12-11-2018 06:00:02,F10,605
12-11-2018 06:00:09,P10,293
12-11-2018 06:00:09,P11,260
12-11-2018 06:00:09,P12,271
12-11-2018 06:00:16,F20,579
12-11-2018 06:10:01,F10,444
12-11-2018 06:10:08,P10,292
12-11-2018 06:10:08,P11,259
12-11-2018 06:10:08,P12,271
12-11-2018 06:10:15,F20,575
12-11-2018 06:20:01,F10,437
12-11-2018 06:20:09,P10,291
12-11-2018 06:20:09,P11,258
12-11-2018 06:20:09,P12,269
12-11-2018 06:20:16,F20,565
12-11-2018 06:30:01,F10,435
12-11-2018 06:30:08,P10,292
12-11-2018 06:30:08,P11,258
12-11-2018 06:30:08,P12,270
12-11-2018 06:30:15,F20,555
12-11-2018 06:40:01,F10,437
12-11-2018 06:40:08,P10,291
12-11-2018 06:40:08,P11,258
12-11-2018 06:40:08,P12,270
12-11-2018 06:40:15,F20,547
12-11-2018 06:50:01,F10,433
12-11-2018 06:50:09,P10,291
12-11-2018 06:50:09,P11,257
12-11-2018 06:50:09,P12,269
12-11-2018 06:50:16,F20,545
12-11-2018 07:00:01,F10,436
12-11-2018 07:00:08,P10,291
12-11-2018 07:00:08,P11,258
12-11-2018 07:00:08,P12,269
12-11-2018 07:00:15,F20,540
12-11-2018 07:10:01,F10,433
12-11-2018 07:10:08,P10,290
12-11-2018 07:10:08,P11,257
12-11-2018 07:10:08,P12,269
12-11-2018 07:10:15,F20,540
12-11-2018 07:20:01,F10,435
12-11-2018 07:20:08,P10,291
12-11-2018 07:20:08,P11,258
12-11-2018 07:20:08,P12,269
12-11-2018 07:20:15,F20,539
12-11-2018 07:30:01,F10,436
12-11-2018 07:30:08,P10,290
12-11-2018 07:30:08,P11,257
12-11-2018 07:30:08,P12,269
12-11-2018 07:30:15,F20,537
12-11-2018 07:40:01,F10,442
12-11-2018 07:40:09,P10,290
12-11-2018 07:40:09,P11,257
12-11-2018 07:40:09,P12,268
12-11-2018 07:40:16,F20,539
12-11-2018 07:50:01,F10,441
12-11-2018 07:50:08,P10,290
12-11-2018 07:50:08,P11,257
12-11-2018 07:50:08,P12,269
12-11-2018 07:50:15,F20,536
12-11-2018 08:00:01,F10,444
12-11-2018 08:00:08,P10,290
12-11-2018 08:00:08,P11,257
12-11-2018 08:00:08,P12,269
12-11-2018 08:00:15,F20,536
12-11-2018 08:10:01,F10,449
12-11-2018 08:10:09,P10,289
12-11-2018 08:10:09,P11,257
12-11-2018 08:10:09,P12,268
12-11-2018 08:10:16,F20,537
12-11-2018 08:20:01,F10,451
12-11-2018 08:20:08,P10,291
12-11-2018 08:20:08,P11,258
12-11-2018 08:20:08,P12,269
12-11-2018 08:20:15,F20,534
12-11-2018 08:30:01,F10,453
12-11-2018 08:30:08,P10,291
12-11-2018 08:30:08,P11,258
12-11-2018 08:30:08,P12,269
12-11-2018 08:30:15,F20,536
12-11-2018 08:40:01,F10,452
12-11-2018 08:40:08,P10,290
12-11-2018 08:40:08,P11,257
12-11-2018 08:40:08,P12,268
12-11-2018 08:40:15,F20,535
12-11-2018 08:50:01,F10,453
12-11-2018 08:50:08,P10,289
12-11-2018 08:50:08,P11,257
12-11-2018 08:50:08,P12,268
12-11-2018 08:50:15,F20,534
12-11-2018 09:00:01,F10,459
12-11-2018 09:00:08,P10,290
12-11-2018 09:00:08,P11,257
12-11-2018 09:00:08,P12,269
12-11-2018 09:00:16,F20,533
12-11-2018 09:10:01,F10,460
12-11-2018 09:10:08,P10,291
12-11-2018 09:10:08,P11,257
12-11-2018 09:10:08,P12,269
12-11-2018 09:10:15,F20,533
12-11-2018 09:20:01,F10,461
12-11-2018 09:20:08,P10,290
12-11-2018 09:20:08,P11,257
12-11-2018 09:20:08,P12,269
12-11-2018 09:20:15,F20,532
12-11-2018 09:30:01,F10,463
12-11-2018 09:30:09,P10,291
12-11-2018 09:30:09,P11,257
12-11-2018 09:30:09,P12,269
12-11-2018 09:30:16,F20,489
12-11-2018 09:40:01,F10,461
12-11-2018 09:40:08,P10,290
12-11-2018 09:40:08,P11,257
12-11-2018 09:40:08,P12,268
12-11-2018 09:40:15,F20,493
12-11-2018 09:50:01,F10,460
12-11-2018 09:50:08,P10,290
12-11-2018 09:50:08,P11,257
12-11-2018 09:50:08,P12,269
12-11-2018 09:50:15,F20,500
12-11-2018 10:00:01,F10,462
12-11-2018 10:00:08,P10,291
12-11-2018 10:00:08,P11,258
12-11-2018 10:00:08,P12,269
12-11-2018 10:00:15,F20,503
12-11-2018 10:10:01,F10,466
12-11-2018 10:10:08,P10,290
12-11-2018 10:10:08,P11,258
12-11-2018 10:10:08,P12,269
12-11-2018 10:10:15,F20,513
12-11-2018 10:20:01,F10,467
12-11-2018 10:20:09,P10,292
12-11-2018 10:20:09,P11,259
12-11-2018 10:20:09,P12,270
12-11-2018 10:20:16,F20,517
12-11-2018 10:30:01,F10,475
12-11-2018 10:30:08,P10,291
12-11-2018 10:30:08,P11,258
12-11-2018 10:30:08,P12,269
12-11-2018 10:30:15,F20,522
12-11-2018 10:40:01,F10,474
12-11-2018 10:40:08,P10,291
12-11-2018 10:40:08,P11,259
12-11-2018 10:40:08,P12,269
12-11-2018 10:40:15,F20,520
12-11-2018 10:50:01,F10,464
12-11-2018 10:50:09,P10,289
12-11-2018 10:50:09,P11,256
12-11-2018 10:50:09,P12,267
12-11-2018 10:50:16,F20,521
12-11-2018 11:00:01,F10,466
12-11-2018 11:00:08,P10,289
12-11-2018 11:00:08,P11,256
12-11-2018 11:00:08,P12,267
12-11-2018 11:00:15,F20,527
12-11-2018 11:10:01,F10,472
12-11-2018 11:10:08,P10,289
12-11-2018 11:10:08,P11,256
12-11-2018 11:10:08,P12,268
12-11-2018 11:10:15,F20,529
12-11-2018 11:20:01,F10,475
12-11-2018 11:20:08,P10,290
12-11-2018 11:20:08,P11,257
12-11-2018 11:20:08,P12,268
12-11-2018 11:20:15,F20,527
12-11-2018 11:30:01,F10,482
12-11-2018 11:30:08,P10,290
12-11-2018 11:30:08,P11,257
12-11-2018 11:30:08,P12,268
12-11-2018 11:30:15,F20,529
12-11-2018 11:40:01,F10,484
12-11-2018 11:40:09,P10,291
12-11-2018 11:40:09,P11,258
12-11-2018 11:40:09,P12,269
12-11-2018 11:40:16,F20,532
12-11-2018 11:50:01,F10,477
12-11-2018 11:50:08,P10,289
12-11-2018 11:50:08,P11,256
12-11-2018 11:50:08,P12,268
12-11-2018 11:50:15,F20,534
12-11-2018 12:00:01,F10,485
12-11-2018 12:00:08,P10,291
12-11-2018 12:00:08,P11,259
12-11-2018 12:00:08,P12,270
12-11-2018 12:00:15,F20,533
12-11-2018 12:10:01,F10,473
12-11-2018 12:10:09,P10,289
12-11-2018 12:10:09,P11,256
12-11-2018 12:10:09,P12,267
12-11-2018 12:10:16,F20,532
12-11-2018 12:20:01,F10,481
12-11-2018 12:20:08,P10,291
12-11-2018 12:20:08,P11,258
12-11-2018 12:20:08,P12,270
12-11-2018 12:20:15,F20,534
12-11-2018 12:30:01,F10,487
12-11-2018 12:30:08,P10,292
12-11-2018 12:30:08,P11,259
12-11-2018 12:30:08,P12,270
12-11-2018 12:30:16,F20,540
12-11-2018 12:40:01,F10,485
12-11-2018 12:40:08,P10,291
12-11-2018 12:40:08,P11,258
12-11-2018 12:40:08,P12,269
12-11-2018 12:40:15,F20,540
12-11-2018 12:50:01,F10,485
12-11-2018 12:50:08,P10,290
12-11-2018 12:50:08,P11,257
12-11-2018 12:50:08,P12,269
12-11-2018 12:50:15,F20,405
12-11-2018 13:00:01,F10,487
12-11-2018 13:00:09,P10,290
12-11-2018 13:00:09,P11,257
12-11-2018 13:00:09,P12,269
12-11-2018 13:00:16,F20,418
12-11-2018 13:10:01,F10,485
12-11-2018 13:10:08,P10,293
12-11-2018 13:10:08,P11,260
12-11-2018 13:10:08,P12,272
12-11-2018 13:10:15,F20,423
12-11-2018 13:20:01,F10,484
12-11-2018 13:20:08,P10,290
12-11-2018 13:20:08,P11,257
12-11-2018 13:20:08,P12,269
12-11-2018 13:20:15,F20,420
12-11-2018 13:30:01,F10,483
12-11-2018 13:30:08,P10,290
12-11-2018 13:30:08,P11,257
12-11-2018 13:30:08,P12,268
12-11-2018 13:30:15,F20,418
12-11-2018 13:40:01,F10,486
12-11-2018 13:40:08,P10,290
12-11-2018 13:40:08,P11,258
12-11-2018 13:40:08,P12,269
12-11-2018 13:40:15,F20,416
12-11-2018 13:50:01,F10,495
12-11-2018 13:50:09,P10,292
12-11-2018 13:50:09,P11,260
12-11-2018 13:50:09,P12,271
12-11-2018 13:50:16,F20,417
12-11-2018 14:00:01,F10,502
12-11-2018 14:00:08,P10,293
12-11-2018 14:00:08,P11,260
12-11-2018 14:00:08,P12,271
12-11-2018 14:00:15,F20,415
12-11-2018 14:10:01,F10,498
12-11-2018 14:10:08,P10,290
12-11-2018 14:10:08,P11,257
12-11-2018 14:10:08,P12,269
12-11-2018 14:10:15,F20,411
12-11-2018 14:20:02,F10,500
12-11-2018 14:20:09,P10,294
12-11-2018 14:20:09,P11,261
12-11-2018 14:20:09,P12,272
12-11-2018 14:20:16,F20,416
12-11-2018 14:30:01,F10,510
12-11-2018 14:30:08,P10,292
12-11-2018 14:30:08,P11,260
12-11-2018 14:30:08,P12,271
12-11-2018 14:30:15,F20,416
12-11-2018 14:40:01,F10,502
12-11-2018 14:40:08,P10,291
12-11-2018 14:40:08,P11,259
12-11-2018 14:40:08,P12,269
12-11-2018 14:40:16,F20,416
12-11-2018 14:50:01,F10,505
12-11-2018 14:50:08,P10,292
12-11-2018 14:50:08,P11,259
12-11-2018 14:50:08,P12,270
12-11-2018 14:50:15,F20,416
12-11-2018 15:00:01,F10,504
12-11-2018 15:00:08,P10,290
12-11-2018 15:00:08,P11,257
12-11-2018 15:00:08,P12,269
12-11-2018 15:00:15,F20,418
12-11-2018 15:10:01,F10,506
12-11-2018 15:10:09,P10,293
12-11-2018 15:10:09,P11,261
12-11-2018 15:10:09,P12,271
12-11-2018 15:10:16,F20,421
12-11-2018 15:20:01,F10,498
12-11-2018 15:20:08,P10,290
12-11-2018 15:20:08,P11,258
12-11-2018 15:20:08,P12,269
12-11-2018 15:20:15,F20,421
12-11-2018 15:30:01,F10,502
12-11-2018 15:30:08,P10,290
12-11-2018 15:30:08,P11,257
12-11-2018 15:30:08,P12,269
12-11-2018 15:30:16,F20,420
12-11-2018 15:40:01,F10,508
12-11-2018 15:40:08,P10,291
12-11-2018 15:40:08,P11,258
12-11-2018 15:40:08,P12,269
12-11-2018 15:40:15,F20,424
12-11-2018 15:50:01,F10,517
12-11-2018 15:50:08,P10,291
12-11-2018 15:50:08,P11,259
12-11-2018 15:50:08,P12,270
12-11-2018 15:50:15,F20,426
12-11-2018 16:00:01,F10,517
12-11-2018 16:00:09,P10,291
12-11-2018 16:00:09,P11,258
12-11-2018 16:00:09,P12,270
12-11-2018 16:00:16,F20,429
12-11-2018 16:10:01,F10,509
12-11-2018 16:10:08,P10,292
12-11-2018 16:10:08,P11,260
12-11-2018 16:10:08,P12,271
12-11-2018 16:10:15,F20,431
12-11-2018 16:20:01,F10,518
12-11-2018 16:20:08,P10,294
12-11-2018 16:20:08,P11,261
12-11-2018 16:20:08,P12,272
12-11-2018 16:20:15,F20,436
12-11-2018 16:30:01,F10,512
12-11-2018 16:30:08,P10,293
12-11-2018 16:30:08,P11,261
12-11-2018 16:30:08,P12,271
12-11-2018 16:30:15,F20,442
12-11-2018 16:40:01,F10,505
12-11-2018 16:40:08,P10,291
12-11-2018 16:40:08,P11,258
12-11-2018 16:40:08,P12,270
12-11-2018 16:40:15,F20,441
12-11-2018 16:50:01,F10,514
12-11-2018 16:50:09,P10,294
12-11-2018 16:50:09,P11,261
12-11-2018 16:50:09,P12,272
12-11-2018 16:50:16,F20,442
12-11-2018 17:00:01,F10,514
12-11-2018 17:00:08,P10,290
12-11-2018 17:00:08,P11,258
12-11-2018 17:00:08,P12,270
12-11-2018 17:00:15,F20,443
12-11-2018 17:10:01,F10,514
12-11-2018 17:10:08,P10,291
12-11-2018 17:10:08,P11,259
12-11-2018 17:10:08,P12,270
12-11-2018 17:10:15,F20,445
12-11-2018 17:20:01,F10,514
12-11-2018 17:20:08,P10,291
12-11-2018 17:20:08,P11,259
12-11-2018 17:20:08,P12,270
12-11-2018 17:20:15,F20,446
12-11-2018 17:30:01,F10,526
12-11-2018 17:30:08,P10,293
12-11-2018 17:30:08,P11,261
12-11-2018 17:30:08,P12,272
12-11-2018 17:30:15,F20,451
12-11-2018 17:40:01,F10,520
12-11-2018 17:40:09,P10,292
12-11-2018 17:40:09,P11,259
12-11-2018 17:40:09,P12,270
12-11-2018 17:40:16,F20,459
12-11-2018 17:50:01,F10,523
12-11-2018 17:50:08,P10,293
12-11-2018 17:50:08,P11,261
12-11-2018 17:50:08,P12,271
12-11-2018 17:50:15,F20,456
12-11-2018 18:00:01,F10,522
12-11-2018 18:00:08,P10,292
12-11-2018 18:00:08,P11,259
12-11-2018 18:00:08,P12,270
12-11-2018 18:00:15,F20,459
12-11-2018 18:10:01,F10,516
12-11-2018 18:10:08,P10,291
12-11-2018 18:10:08,P11,258
12-11-2018 18:10:08,P12,270
12-11-2018 18:10:15,F20,458
12-11-2018 18:20:01,F10,536
12-11-2018 18:20:08,P10,293
12-11-2018 18:20:08,P11,261
12-11-2018 18:20:08,P12,272
12-11-2018 18:20:15,F20,462
12-11-2018 18:30:01,F10,529
12-11-2018 18:30:09,P10,294
12-11-2018 18:30:09,P11,262
12-11-2018 18:30:09,P12,272
12-11-2018 18:30:16,F20,468
12-11-2018 18:40:01,F10,534
12-11-2018 18:40:08,P10,293
12-11-2018 18:40:08,P11,260
12-11-2018 18:40:08,P12,271
12-11-2018 18:40:15,F20,469
12-11-2018 18:50:01,F10,539
12-11-2018 18:50:08,P10,291
12-11-2018 18:50:08,P11,259
12-11-2018 18:50:08,P12,271
12-11-2018 18:50:15,F20,472
12-11-2018 19:00:01,F10,544
12-11-2018 19:00:08,P10,292
12-11-2018 19:00:08,P11,259
12-11-2018 19:00:08,P12,271
12-11-2018 19:00:15,F20,469
12-11-2018 19:10:01,F10,548
12-11-2018 19:10:08,P10,292
12-11-2018 19:10:08,P11,260
12-11-2018 19:10:08,P12,272
12-11-2018 19:10:15,F20,475
12-11-2018 19:20:01,F10,553
12-11-2018 19:20:09,P10,292
12-11-2018 19:20:09,P11,260
12-11-2018 19:20:09,P12,271
12-11-2018 19:20:16,F20,474
12-11-2018 19:30:01,F10,555
12-11-2018 19:30:08,P10,296
12-11-2018 19:30:08,P11,263
12-11-2018 19:30:08,P12,274
12-11-2018 19:30:15,F20,480
12-11-2018 19:40:01,F10,556
12-11-2018 19:40:08,P10,293
12-11-2018 19:40:08,P11,261
12-11-2018 19:40:08,P12,273
12-11-2018 19:40:15,F20,479
12-11-2018 19:50:01,F10,562
12-11-2018 19:50:08,P10,294
12-11-2018 19:50:08,P11,262
12-11-2018 19:50:08,P12,273
12-11-2018 19:50:15,F20,476
12-11-2018 20:00:01,F10,562
12-11-2018 20:00:08,P10,294
12-11-2018 20:00:08,P11,262
12-11-2018 20:00:08,P12,273
12-11-2018 20:00:15,F20,479
12-11-2018 20:10:01,F10,570
12-11-2018 20:10:09,P10,298
12-11-2018 20:10:09,P11,266
12-11-2018 20:10:09,P12,276
12-11-2018 20:10:16,F20,482
12-11-2018 20:20:01,F10,573
12-11-2018 20:20:08,P10,297
12-11-2018 20:20:08,P11,265
12-11-2018 20:20:08,P12,276
12-11-2018 20:20:15,F20,490
12-11-2018 20:30:01,F10,560
12-11-2018 20:30:08,P10,295
12-11-2018 20:30:08,P11,262
12-11-2018 20:30:08,P12,274
12-11-2018 20:30:15,F20,485
12-11-2018 20:40:01,F10,569
12-11-2018 20:40:08,P10,297
12-11-2018 20:40:08,P11,265
12-11-2018 20:40:08,P12,275
12-11-2018 20:40:15,F20,490
12-11-2018 20:50:01,F10,570
12-11-2018 20:50:08,P10,298
12-11-2018 20:50:08,P11,266
12-11-2018 20:50:08,P12,277
12-11-2018 20:50:15,F20,487
12-11-2018 21:00:01,F10,571
12-11-2018 21:00:09,P10,298
12-11-2018 21:00:09,P11,266
12-11-2018 21:00:09,P12,276
12-11-2018 21:00:16,F20,493
12-11-2018 21:10:01,F10,567
12-11-2018 21:10:08,P10,295
12-11-2018 21:10:08,P11,263
12-11-2018 21:10:08,P12,274
12-11-2018 21:10:15,F20,486
12-11-2018 21:20:01,F10,570
12-11-2018 21:20:08,P10,295
12-11-2018 21:20:08,P11,262
12-11-2018 21:20:08,P12,274
12-11-2018 21:20:15,F20,490
12-11-2018 21:30:02,F10,571
12-11-2018 21:30:09,P10,294
12-11-2018 21:30:09,P11,262
12-11-2018 21:30:09,P12,273
12-11-2018 21:30:16,F20,488
12-11-2018 21:40:01,F10,578
12-11-2018 21:40:08,P10,295
12-11-2018 21:40:08,P11,263
12-11-2018 21:40:08,P12,275
12-11-2018 21:40:15,F20,488
12-11-2018 21:50:01,F10,581
12-11-2018 21:50:09,P10,295
12-11-2018 21:50:09,P11,263
12-11-2018 21:50:09,P12,275
12-11-2018 21:50:16,F20,491
12-11-2018 22:00:01,F10,582
12-11-2018 22:00:08,P10,296
12-11-2018 22:00:08,P11,263
12-11-2018 22:00:08,P12,274
12-11-2018 22:00:15,F20,492
12-11-2018 22:10:01,F10,585
12-11-2018 22:10:08,P10,299
12-11-2018 22:10:08,P11,266
12-11-2018 22:10:08,P12,277
12-11-2018 22:10:15,F20,496
12-11-2018 22:20:02,F10,583
12-11-2018 22:20:09,P10,298
12-11-2018 22:20:09,P11,266
12-11-2018 22:20:09,P12,277
12-11-2018 22:20:16,F20,497
12-11-2018 22:30:01,F10,587
12-11-2018 22:30:08,P10,298
12-11-2018 22:30:08,P11,266
12-11-2018 22:30:08,P12,277
12-11-2018 22:30:15,F20,499
12-11-2018 22:40:01,F10,585
12-11-2018 22:40:08,P10,298
12-11-2018 22:40:08,P11,265
12-11-2018 22:40:08,P12,276
12-11-2018 22:40:15,F20,501
12-11-2018 22:50:01,F10,586
12-11-2018 22:50:08,P10,297
12-11-2018 22:50:08,P11,265
12-11-2018 22:50:08,P12,276
12-11-2018 22:50:15,F20,501
12-11-2018 23:00:01,F10,586
12-11-2018 23:00:08,P10,297
12-11-2018 23:00:08,P11,265
12-11-2018 23:00:08,P12,276
12-11-2018 23:00:15,F20,498
12-11-2018 23:10:01,F10,590
12-11-2018 23:10:09,P10,299
12-11-2018 23:10:09,P11,266
12-11-2018 23:10:09,P12,276
12-11-2018 23:10:16,F20,505
12-11-2018 23:20:01,F10,584
12-11-2018 23:20:08,P10,296
12-11-2018 23:20:08,P11,264
12-11-2018 23:20:08,P12,275
12-11-2018 23:20:15,F20,509
12-11-2018 23:30:01,F10,592
12-11-2018 23:30:08,P10,299
12-11-2018 23:30:08,P11,266
12-11-2018 23:30:08,P12,276
12-11-2018 23:30:15,F20,510
12-11-2018 23:40:02,F10,590
12-11-2018 23:40:09,P10,297
12-11-2018 23:40:09,P11,265
12-11-2018 23:40:09,P12,277
12-11-2018 23:40:16,F20,508
12-11-2018 23:50:01,F10,600
12-11-2018 23:50:08,P10,300
