01-14-2019 21:00:01,F10,779
01-14-2019 21:00:01,F1T,71.78
01-14-2019 21:00:01,F1H,41.90
01-14-2019 21:00:09,N10,1000
01-14-2019 21:00:09,N11,1003
01-14-2019 21:00:09,N12,0
01-14-2019 21:00:09,N1T,nan
01-14-2019 21:00:09,N1H,nan
01-14-2019 21:00:16,P10,513
01-14-2019 21:00:16,P11,358
01-14-2019 21:00:16,P12,1023
01-14-2019 21:00:16,P1T,72.14
01-14-2019 21:00:16,P1H,55.60
01-14-2019 21:00:23,F20,1005
01-14-2019 21:00:23,F2T,67.46
01-14-2019 21:00:23,F2H,45.60
