time,sensor,data
12-29-2018 20:30:23,F2T,69.80
12-29-2018 20:30:23,F2H,46.30
12-29-2018 21:00:01,F10,846
12-29-2018 21:00:01,F1T,72.50
12-29-2018 21:00:01,F1H,39.90
12-29-2018 21:00:08,N10,378
12-29-2018 21:00:08,N11,335
12-29-2018 21:00:08,N12,320
12-29-2018 21:00:08,N1T,81.50
12-29-2018 21:00:08,N1H,99.90
12-29-2018 21:00:16,P10,542
12-29-2018 21:00:16,P11,503
12-29-2018 21:00:16,P12,429
12-29-2018 21:00:16,P1T,71.06
12-29-2018 21:00:16,P1H,50.50
12-29-2018 21:00:23,F20,725
12-29-2018 21:00:23,F2T,69.44
12-29-2018 21:00:23,F2H,46.90
12-29-2018 21:30:02,F10,845
12-29-2018 21:30:02,F1T,72.32
12-29-2018 21:30:02,F1H,40.10
12-29-2018 21:30:09,N10,375
12-29-2018 21:30:09,N11,334
12-29-2018 21:30:09,N12,320
12-29-2018 21:30:09,N1T,81.50
12-29-2018 21:30:09,N1H,99.90
12-29-2018 21:30:16,P10,549
12-29-2018 21:30:16,P11,509
12-29-2018 21:30:16,P12,417
12-29-2018 21:30:16,P1T,71.06
12-29-2018 21:30:16,P1H,49.70
12-29-2018 21:30:24,F20,719
12-29-2018 21:30:24,F2T,69.26
12-29-2018 21:30:24,F2H,46.90
12-29-2018 22:00:01,F10,860
12-29-2018 22:00:01,F1T,72.32
12-29-2018 22:00:01,F1H,40.30
12-29-2018 22:00:08,N10,370
12-29-2018 22:00:08,N11,335
12-29-2018 22:00:08,N12,323
12-29-2018 22:00:08,N1T,81.50
12-29-2018 22:00:08,N1H,99.90
12-29-2018 22:00:16,P10,538
12-29-2018 22:00:16,P11,507
12-29-2018 22:00:16,P12,423
12-29-2018 22:00:16,P1T,71.06
12-29-2018 22:00:16,P1H,50.80
12-29-2018 22:00:23,F20,722
12-29-2018 22:00:23,F2T,69.26
12-29-2018 22:00:23,F2H,47.00
12-29-2018 22:30:01,F10,863
12-29-2018 22:30:01,F1T,72.32
12-29-2018 22:30:01,F1H,40.50
12-29-2018 22:30:08,N10,373
12-29-2018 22:30:08,N11,334
12-29-2018 22:30:08,N12,324
12-29-2018 22:30:08,N1T,81.50
12-29-2018 22:30:08,N1H,99.90
12-29-2018 22:30:15,P10,553
12-29-2018 22:30:15,P11,514
12-29-2018 22:30:15,P12,426
12-29-2018 22:30:15,P1T,71.06
12-29-2018 22:30:15,P1H,49.60
12-29-2018 22:30:23,F20,724
12-29-2018 22:30:23,F2T,69.26
12-29-2018 22:30:23,F2H,47.00
12-29-2018 23:00:01,F10,858
12-29-2018 23:00:01,F1T,72.32
12-29-2018 23:00:01,F1H,40.60
12-29-2018 23:00:09,N10,376
12-29-2018 23:00:09,N11,334
12-29-2018 23:00:09,N12,327
12-29-2018 23:00:09,N1T,81.68
12-29-2018 23:00:09,N1H,99.90
12-29-2018 23:00:16,P10,536
12-29-2018 23:00:16,P11,518
12-29-2018 23:00:16,P12,432
12-29-2018 23:00:16,P1T,71.06
12-29-2018 23:00:16,P1H,50.00
12-29-2018 23:00:23,F20,727
12-29-2018 23:00:23,F2T,69.08
12-29-2018 23:00:23,F2H,47.70
12-29-2018 23:30:01,F10,880
12-29-2018 23:30:01,F1T,72.14
12-29-2018 23:30:01,F1H,40.50
12-29-2018 23:30:08,N10,374
12-29-2018 23:30:08,N11,333
12-29-2018 23:30:08,N12,327
12-29-2018 23:30:08,N1T,81.68
12-29-2018 23:30:08,N1H,99.90
12-29-2018 23:30:15,P10,555
12-29-2018 23:30:15,P11,517
12-29-2018 23:30:15,P12,425
12-29-2018 23:30:15,P1T,71.06
12-29-2018 23:30:15,P1H,50.70
12-29-2018 23:30:23,F20,729
12-29-2018 23:30:23,F2T,69.08
12-29-2018 23:30:23,F2H,47.50
12-30-2018 00:00:01,F10,884
12-30-2018 00:00:01,F1T,72.14
12-30-2018 00:00:01,F1H,40.80
12-30-2018 00:00:09,N10,374
12-30-2018 00:00:09,N11,331
12-30-2018 00:00:09,N12,331
12-30-2018 00:00:09,N1T,81.68
12-30-2018 00:00:09,N1H,99.90
12-30-2018 00:00:16,P10,549
12-30-2018 00:00:16,P11,506
12-30-2018 00:00:16,P12,433
12-30-2018 00:00:16,P1T,71.06
12-30-2018 00:00:16,P1H,48.30
12-30-2018 00:00:23,F20,730
12-30-2018 00:00:23,F2T,68.90
12-30-2018 00:00:23,F2H,47.50
12-30-2018 00:30:01,F10,887
12-30-2018 00:30:01,F1T,72.14
12-30-2018 00:30:01,F1H,40.40
12-30-2018 00:30:08,N10,375
12-30-2018 00:30:08,N11,332
12-30-2018 00:30:08,N12,327
12-30-2018 00:30:08,N1T,81.68
12-30-2018 00:30:08,N1H,99.90
12-30-2018 00:30:16,P10,555
12-30-2018 00:30:16,P11,518
12-30-2018 00:30:16,P12,437
12-30-2018 00:30:16,P1T,71.24
12-30-2018 00:30:16,P1H,48.30
12-30-2018 00:30:23,F20,728
12-30-2018 00:30:23,F2T,68.90
12-30-2018 00:30:23,F2H,47.30
12-30-2018 01:00:01,F10,879
12-30-2018 01:00:01,F1T,72.32
12-30-2018 01:00:01,F1H,40.40
12-30-2018 01:00:09,N10,375
12-30-2018 01:00:09,N11,331
12-30-2018 01:00:09,N12,325
12-30-2018 01:00:09,N1T,81.68
12-30-2018 01:00:09,N1H,99.90
12-30-2018 01:00:16,P10,554
12-30-2018 01:00:16,P11,517
12-30-2018 01:00:16,P12,443
12-30-2018 01:00:16,P1T,70.70
12-30-2018 01:00:16,P1H,49.30
12-30-2018 01:00:23,F20,730
12-30-2018 01:00:23,F2T,69.44
12-30-2018 01:00:23,F2H,46.40
12-30-2018 01:30:01,F10,873
12-30-2018 01:30:01,F1T,72.32
12-30-2018 01:30:01,F1H,40.50
12-30-2018 01:30:08,N10,377
12-30-2018 01:30:08,N11,332
12-30-2018 01:30:08,N12,325
12-30-2018 01:30:08,N1T,79.70
12-30-2018 01:30:08,N1H,99.90
12-30-2018 01:30:16,P10,549
12-30-2018 01:30:16,P11,512
12-30-2018 01:30:16,P12,439
12-30-2018 01:30:16,P1T,70.52
12-30-2018 01:30:16,P1H,49.00
12-30-2018 01:30:23,F20,733
12-30-2018 01:30:23,F2T,69.62
12-30-2018 01:30:23,F2H,45.60
12-30-2018 02:00:01,F10,882
12-30-2018 02:00:01,F1T,72.14
12-30-2018 02:00:01,F1H,40.50
12-30-2018 02:00:09,N10,380
12-30-2018 02:00:09,N11,333
12-30-2018 02:00:09,N12,329
12-30-2018 02:00:09,N1T,79.16
12-30-2018 02:00:09,N1H,99.90
12-30-2018 02:00:16,P10,553
12-30-2018 02:00:16,P11,516
12-30-2018 02:00:16,P12,441
12-30-2018 02:00:16,P1T,70.52
12-30-2018 02:00:16,P1H,48.80
12-30-2018 02:00:24,F20,734
12-30-2018 02:00:24,F2T,69.62
12-30-2018 02:00:24,F2H,45.60
12-30-2018 02:30:01,F10,897
12-30-2018 02:30:01,F1T,72.14
12-30-2018 02:30:01,F1H,40.50
12-30-2018 02:30:08,N10,379
12-30-2018 02:30:08,N11,333
12-30-2018 02:30:08,N12,324
12-30-2018 02:30:08,N1T,78.80
12-30-2018 02:30:08,N1H,99.90
12-30-2018 02:30:16,P10,548
12-30-2018 02:30:16,P11,521
12-30-2018 02:30:16,P12,446
12-30-2018 02:30:16,P1T,70.52
12-30-2018 02:30:16,P1H,48.10
12-30-2018 02:30:23,F20,734
12-30-2018 02:30:23,F2T,69.44
12-30-2018 02:30:23,F2H,45.40
12-30-2018 03:00:02,F10,871
12-30-2018 03:00:02,F1T,72.14
12-30-2018 03:00:02,F1H,40.40
12-30-2018 03:00:09,N10,379
12-30-2018 03:00:09,N11,334
12-30-2018 03:00:09,N12,328
12-30-2018 03:00:09,N1T,78.44
12-30-2018 03:00:09,N1H,99.90
12-30-2018 03:00:16,P10,556
12-30-2018 03:00:16,P11,522
12-30-2018 03:00:16,P12,438
12-30-2018 03:00:16,P1T,70.52
12-30-2018 03:00:16,P1H,48.10
12-30-2018 03:00:24,F20,734
12-30-2018 03:00:24,F2T,69.44
12-30-2018 03:00:24,F2H,45.30
12-30-2018 03:30:01,F10,878
12-30-2018 03:30:01,F1T,71.96
12-30-2018 03:30:01,F1H,40.50
12-30-2018 03:30:09,N10,379
12-30-2018 03:30:09,N11,334
12-30-2018 03:30:09,N12,335
12-30-2018 03:30:09,N1T,78.26
12-30-2018 03:30:09,N1H,99.90
12-30-2018 03:30:16,P10,549
12-30-2018 03:30:16,P11,533
12-30-2018 03:30:16,P12,439
12-30-2018 03:30:16,P1T,70.34
12-30-2018 03:30:16,P1H,47.30
12-30-2018 03:30:23,F20,734
12-30-2018 03:30:23,F2T,69.44
12-30-2018 03:30:23,F2H,45.30
12-30-2018 04:00:01,F10,856
12-30-2018 04:00:01,F1T,71.96
12-30-2018 04:00:01,F1H,40.50
12-30-2018 04:00:08,N10,382
12-30-2018 04:00:08,N11,334
12-30-2018 04:00:08,N12,330
12-30-2018 04:00:08,N1T,78.26
12-30-2018 04:00:08,N1H,99.90
12-30-2018 04:00:15,P10,564
12-30-2018 04:00:15,P11,518
12-30-2018 04:00:15,P12,441
12-30-2018 04:00:15,P1T,70.34
12-30-2018 04:00:15,P1H,47.80
12-30-2018 04:00:23,F20,736
12-30-2018 04:00:23,F2T,69.44
12-30-2018 04:00:23,F2H,45.20
12-30-2018 04:30:01,F10,905
12-30-2018 04:30:01,F1T,71.78
12-30-2018 04:30:01,F1H,40.40
12-30-2018 04:30:09,N10,375
12-30-2018 04:30:09,N11,333
12-30-2018 04:30:09,N12,331
12-30-2018 04:30:09,N1T,78.08
12-30-2018 04:30:09,N1H,99.90
12-30-2018 04:30:16,P10,552
12-30-2018 04:30:16,P11,516
12-30-2018 04:30:16,P12,451
12-30-2018 04:30:16,P1T,70.34
12-30-2018 04:30:16,P1H,47.50
12-30-2018 04:30:23,F20,734
12-30-2018 04:30:23,F2T,69.44
12-30-2018 04:30:23,F2H,45.20
12-30-2018 05:00:01,F10,884
12-30-2018 05:00:01,F1T,71.96
12-30-2018 05:00:01,F1H,40.40
12-30-2018 05:00:08,N10,380
12-30-2018 05:00:08,N11,336
12-30-2018 05:00:08,N12,346
12-30-2018 05:00:08,N1T,78.08
12-30-2018 05:00:08,N1H,99.90
12-30-2018 05:00:16,P10,562
12-30-2018 05:00:16,P11,533
12-30-2018 05:00:16,P12,445
12-30-2018 05:00:16,P1T,70.34
12-30-2018 05:00:16,P1H,47.60
12-30-2018 05:00:23,F20,737
12-30-2018 05:00:23,F2T,69.44
12-30-2018 05:00:23,F2H,45.30
12-30-2018 05:30:01,F10,868
12-30-2018 05:30:01,F1T,71.96
12-30-2018 05:30:01,F1H,40.30
12-30-2018 05:30:09,N10,379
12-30-2018 05:30:09,N11,336
12-30-2018 05:30:09,N12,340
12-30-2018 05:30:09,N1T,78.08
12-30-2018 05:30:09,N1H,99.90
12-30-2018 05:30:16,P10,566
12-30-2018 05:30:16,P11,525
12-30-2018 05:30:16,P12,445
12-30-2018 05:30:16,P1T,70.34
12-30-2018 05:30:16,P1H,49.20
12-30-2018 05:30:23,F20,738
12-30-2018 05:30:23,F2T,69.44
12-30-2018 05:30:23,F2H,45.10
12-30-2018 06:00:01,F10,902
12-30-2018 06:00:01,F1T,82.22
12-30-2018 06:00:01,F1H,29.10
12-30-2018 06:00:08,N10,379
12-30-2018 06:00:08,N11,335
12-30-2018 06:00:08,N12,351
12-30-2018 06:00:08,N1T,78.08
12-30-2018 06:00:08,N1H,99.90
12-30-2018 06:00:16,P10,564
12-30-2018 06:00:16,P11,527
12-30-2018 06:00:16,P12,440
12-30-2018 06:00:16,P1T,71.06
12-30-2018 06:00:16,P1H,46.90
12-30-2018 06:00:23,F20,737
12-30-2018 06:00:23,F2T,69.26
12-30-2018 06:00:23,F2H,46.10
12-30-2018 06:30:01,F10,908
12-30-2018 06:30:01,F1T,83.48
12-30-2018 06:30:01,F1H,27.90
12-30-2018 06:30:08,N10,379
12-30-2018 06:30:08,N11,336
12-30-2018 06:30:08,N12,346
12-30-2018 06:30:08,N1T,78.26
12-30-2018 06:30:08,N1H,98.50
12-30-2018 06:30:16,P10,556
12-30-2018 06:30:16,P11,532
12-30-2018 06:30:16,P12,442
12-30-2018 06:30:16,P1T,71.24
12-30-2018 06:30:16,P1H,45.70
12-30-2018 06:30:23,F20,738
12-30-2018 06:30:23,F2T,68.90
12-30-2018 06:30:23,F2H,46.90
12-30-2018 07:00:01,F10,904
12-30-2018 07:00:01,F1T,83.84
12-30-2018 07:00:01,F1H,27.60
12-30-2018 07:00:09,N10,379
12-30-2018 07:00:09,N11,336
12-30-2018 07:00:09,N12,353
12-30-2018 07:00:09,N1T,78.44
12-30-2018 07:00:09,N1H,98.40
12-30-2018 07:00:16,P10,568
12-30-2018 07:00:16,P11,521
12-30-2018 07:00:16,P12,434
12-30-2018 07:00:16,P1T,71.78
12-30-2018 07:00:16,P1H,44.70
12-30-2018 07:00:23,F20,734
12-30-2018 07:00:23,F2T,68.90
12-30-2018 07:00:23,F2H,47.50
12-30-2018 07:30:01,F10,918
12-30-2018 07:30:01,F1T,84.38
12-30-2018 07:30:01,F1H,27.20
12-30-2018 07:30:08,N10,379
12-30-2018 07:30:08,N11,336
12-30-2018 07:30:08,N12,347
12-30-2018 07:30:08,N1T,80.96
12-30-2018 07:30:08,N1H,96.20
12-30-2018 07:30:16,P10,563
12-30-2018 07:30:16,P11,524
12-30-2018 07:30:16,P12,437
12-30-2018 07:30:16,P1T,72.14
12-30-2018 07:30:16,P1H,45.10
12-30-2018 07:30:23,F20,736
12-30-2018 07:30:23,F2T,74.66
12-30-2018 07:30:23,F2H,41.40
12-30-2018 08:00:02,F10,919
12-30-2018 08:00:02,F1T,84.56
12-30-2018 08:00:02,F1H,27.00
12-30-2018 08:00:09,N10,380
12-30-2018 08:00:09,N11,334
12-30-2018 08:00:09,N12,352
12-30-2018 08:00:09,N1T,81.68
12-30-2018 08:00:09,N1H,94.40
12-30-2018 08:00:16,P10,568
12-30-2018 08:00:16,P11,529
12-30-2018 08:00:16,P12,433
12-30-2018 08:00:16,P1T,72.32
12-30-2018 08:00:16,P1H,43.90
12-30-2018 08:00:24,F20,737
12-30-2018 08:00:24,F2T,75.02
12-30-2018 08:00:24,F2H,40.70
12-30-2018 08:30:01,F10,895
12-30-2018 08:30:01,F1T,84.74
12-30-2018 08:30:01,F1H,26.90
12-30-2018 08:30:09,N10,378
12-30-2018 08:30:09,N11,335
12-30-2018 08:30:09,N12,344
12-30-2018 08:30:09,N1T,82.04
12-30-2018 08:30:09,N1H,94.70
12-30-2018 08:30:16,P10,553
12-30-2018 08:30:16,P11,522
12-30-2018 08:30:16,P12,435
12-30-2018 08:30:16,P1T,72.50
12-30-2018 08:30:16,P1H,45.20
12-30-2018 08:30:23,F20,736
12-30-2018 08:30:23,F2T,75.38
12-30-2018 08:30:23,F2H,40.10
12-30-2018 09:00:01,F10,903
12-30-2018 09:00:01,F1T,84.74
12-30-2018 09:00:01,F1H,26.80
12-30-2018 09:00:08,N10,383
12-30-2018 09:00:08,N11,333
12-30-2018 09:00:08,N12,349
12-30-2018 09:00:08,N1T,82.22
12-30-2018 09:00:08,N1H,93.30
12-30-2018 09:00:15,P10,561
12-30-2018 09:00:15,P11,530
12-30-2018 09:00:15,P12,440
12-30-2018 09:00:15,P1T,72.50
12-30-2018 09:00:15,P1H,45.20
12-30-2018 09:00:23,F20,737
12-30-2018 09:00:23,F2T,75.38
12-30-2018 09:00:23,F2H,40.00
12-30-2018 09:30:01,F10,911
12-30-2018 09:30:01,F1T,84.92
12-30-2018 09:30:01,F1H,26.80
12-30-2018 09:30:09,N10,398
12-30-2018 09:30:09,N11,333
12-30-2018 09:30:09,N12,345
12-30-2018 09:30:09,N1T,82.58
12-30-2018 09:30:09,N1H,91.80
12-30-2018 09:30:16,P10,566
12-30-2018 09:30:16,P11,545
12-30-2018 09:30:16,P12,439
12-30-2018 09:30:16,P1T,72.50
12-30-2018 09:30:16,P1H,45.50
12-30-2018 09:30:23,F20,738
12-30-2018 09:30:23,F2T,75.56
12-30-2018 09:30:23,F2H,39.90
12-30-2018 10:00:01,F10,938
12-30-2018 10:00:01,F1T,85.10
12-30-2018 10:00:01,F1H,26.50
12-30-2018 10:00:08,N10,377
12-30-2018 10:00:08,N11,332
12-30-2018 10:00:08,N12,344
12-30-2018 10:00:08,N1T,83.30
12-30-2018 10:00:08,N1H,91.00
12-30-2018 10:00:16,P10,561
12-30-2018 10:00:16,P11,527
12-30-2018 10:00:16,P12,445
12-30-2018 10:00:16,P1T,72.68
12-30-2018 10:00:16,P1H,46.00
12-30-2018 10:00:23,F20,736
12-30-2018 10:00:23,F2T,75.92
12-30-2018 10:00:23,F2H,39.70
12-30-2018 10:30:01,F10,944
12-30-2018 10:30:01,F1T,84.92
12-30-2018 10:30:01,F1H,26.50
12-30-2018 10:30:09,N10,374
12-30-2018 10:30:09,N11,334
12-30-2018 10:30:09,N12,348
12-30-2018 10:30:09,N1T,82.94
12-30-2018 10:30:09,N1H,90.80
12-30-2018 10:30:16,P10,556
12-30-2018 10:30:16,P11,526
12-30-2018 10:30:16,P12,440
12-30-2018 10:30:16,P1T,72.68
12-30-2018 10:30:16,P1H,44.40
12-30-2018 10:30:23,F20,738
12-30-2018 10:30:23,F2T,75.74
12-30-2018 10:30:23,F2H,39.40
12-30-2018 11:00:01,F10,917
12-30-2018 11:00:01,F1T,84.92
12-30-2018 11:00:01,F1H,26.50
12-30-2018 11:00:08,N10,384
12-30-2018 11:00:08,N11,332
12-30-2018 11:00:08,N12,353
12-30-2018 11:00:08,N1T,82.94
12-30-2018 11:00:08,N1H,88.30
12-30-2018 11:00:16,P10,560
12-30-2018 11:00:16,P11,530
12-30-2018 11:00:16,P12,442
12-30-2018 11:00:16,P1T,72.68
12-30-2018 11:00:16,P1H,44.40
12-30-2018 11:00:23,F20,741
12-30-2018 11:00:23,F2T,75.74
12-30-2018 11:00:23,F2H,39.20
12-30-2018 11:30:02,F10,907
12-30-2018 11:30:02,F1T,85.10
12-30-2018 11:30:02,F1H,26.50
12-30-2018 11:30:09,N10,380
12-30-2018 11:30:09,N11,331
12-30-2018 11:30:09,N12,348
12-30-2018 11:30:09,N1T,83.12
12-30-2018 11:30:09,N1H,86.10
12-30-2018 11:30:16,P10,571
12-30-2018 11:30:16,P11,515
12-30-2018 11:30:16,P12,447
12-30-2018 11:30:16,P1T,72.68
12-30-2018 11:30:16,P1H,44.30
12-30-2018 11:30:24,F20,739
12-30-2018 11:30:24,F2T,75.92
12-30-2018 11:30:24,F2H,39.20
12-30-2018 12:00:01,F10,444
12-30-2018 12:00:01,F1T,84.56
12-30-2018 12:00:01,F1H,28.70
12-30-2018 12:00:08,N10,392
12-30-2018 12:00:08,N11,332
12-30-2018 12:00:08,N12,315
12-30-2018 12:00:08,N1T,79.70
12-30-2018 12:00:08,N1H,97.00
12-30-2018 12:00:16,P10,552
12-30-2018 12:00:16,P11,534
12-30-2018 12:00:16,P12,425
12-30-2018 12:00:16,P1T,72.68
12-30-2018 12:00:16,P1H,52.10
12-30-2018 12:00:23,F20,505
12-30-2018 12:00:23,F2T,77.54
12-30-2018 12:00:23,F2H,39.50
12-30-2018 12:30:01,F10,462
12-30-2018 12:30:01,F1T,84.38
12-30-2018 12:30:01,F1H,29.00
12-30-2018 12:30:08,N10,395
12-30-2018 12:30:08,N11,331
12-30-2018 12:30:08,N12,312
12-30-2018 12:30:08,N1T,79.52
12-30-2018 12:30:08,N1H,99.90
12-30-2018 12:30:15,P10,544
12-30-2018 12:30:15,P11,525
12-30-2018 12:30:15,P12,419
12-30-2018 12:30:15,P1T,72.68
12-30-2018 12:30:15,P1H,51.60
12-30-2018 12:30:23,F20,530
12-30-2018 12:30:23,F2T,76.10
12-30-2018 12:30:23,F2H,41.00
12-30-2018 13:00:01,F10,468
12-30-2018 13:00:01,F1T,84.74
12-30-2018 13:00:01,F1H,28.10
12-30-2018 13:00:09,N10,403
12-30-2018 13:00:09,N11,338
12-30-2018 13:00:09,N12,324
12-30-2018 13:00:09,N1T,81.32
12-30-2018 13:00:09,N1H,99.90
12-30-2018 13:00:16,P10,556
12-30-2018 13:00:16,P11,535
12-30-2018 13:00:16,P12,435
12-30-2018 13:00:16,P1T,72.68
12-30-2018 13:00:16,P1H,48.10
12-30-2018 13:00:23,F20,515
12-30-2018 13:00:23,F2T,76.64
12-30-2018 13:00:23,F2H,40.50
12-30-2018 13:30:01,F10,463
12-30-2018 13:30:01,F1T,84.74
12-30-2018 13:30:01,F1H,28.10
12-30-2018 13:30:08,N10,396
12-30-2018 13:30:08,N11,337
12-30-2018 13:30:08,N12,320
12-30-2018 13:30:08,N1T,81.50
12-30-2018 13:30:08,N1H,99.90
12-30-2018 13:30:16,P10,547
12-30-2018 13:30:16,P11,544
12-30-2018 13:30:16,P12,430
12-30-2018 13:30:16,P1T,72.68
12-30-2018 13:30:16,P1H,47.20
12-30-2018 13:30:23,F20,533
12-30-2018 13:30:23,F2T,76.64
12-30-2018 13:30:23,F2H,40.40
12-30-2018 14:00:01,F10,461
12-30-2018 14:00:01,F1T,84.56
12-30-2018 14:00:01,F1H,27.50
12-30-2018 14:00:09,N10,394
12-30-2018 14:00:09,N11,336
12-30-2018 14:00:09,N12,317
12-30-2018 14:00:09,N1T,82.22
12-30-2018 14:00:09,N1H,99.90
12-30-2018 14:00:16,P10,550
12-30-2018 14:00:16,P11,530
12-30-2018 14:00:16,P12,435
12-30-2018 14:00:16,P1T,72.50
12-30-2018 14:00:16,P1H,51.80
12-30-2018 14:00:23,F20,524
12-30-2018 14:00:23,F2T,76.28
12-30-2018 14:00:23,F2H,40.80
12-30-2018 14:30:01,F10,458
12-30-2018 14:30:01,F1T,84.20
12-30-2018 14:30:01,F1H,27.40
12-30-2018 14:30:08,N10,391
12-30-2018 14:30:08,N11,335
12-30-2018 14:30:08,N12,321
12-30-2018 14:30:08,N1T,82.40
12-30-2018 14:30:08,N1H,99.90
12-30-2018 14:30:16,P10,551
12-30-2018 14:30:16,P11,534
12-30-2018 14:30:16,P12,439
12-30-2018 14:30:16,P1T,72.32
12-30-2018 14:30:16,P1H,51.40
12-30-2018 14:30:23,F20,528
12-30-2018 14:30:23,F2T,75.74
12-30-2018 14:30:23,F2H,40.60
12-30-2018 15:00:01,F10,463
12-30-2018 15:00:01,F1T,84.02
12-30-2018 15:00:01,F1H,27.40
12-30-2018 15:00:09,N10,390
12-30-2018 15:00:09,N11,335
12-30-2018 15:00:09,N12,319
12-30-2018 15:00:09,N1T,82.76
12-30-2018 15:00:09,N1H,99.90
12-30-2018 15:00:16,P10,552
12-30-2018 15:00:16,P11,531
12-30-2018 15:00:16,P12,441
12-30-2018 15:00:16,P1T,72.14
12-30-2018 15:00:16,P1H,50.90
12-30-2018 15:00:23,F20,517
12-30-2018 15:00:23,F2T,75.74
12-30-2018 15:00:23,F2H,40.80
12-30-2018 15:30:01,F10,458
12-30-2018 15:30:01,F1T,84.02
12-30-2018 15:30:01,F1H,27.60
12-30-2018 15:30:08,N10,388
12-30-2018 15:30:08,N11,334
12-30-2018 15:30:08,N12,319
12-30-2018 15:30:08,N1T,82.94
12-30-2018 15:30:08,N1H,99.90
12-30-2018 15:30:16,P10,540
12-30-2018 15:30:16,P11,527
12-30-2018 15:30:16,P12,447
12-30-2018 15:30:16,P1T,72.14
12-30-2018 15:30:16,P1H,52.70
12-30-2018 15:30:23,F20,514
12-30-2018 15:30:23,F2T,75.92
12-30-2018 15:30:23,F2H,41.10
12-30-2018 16:00:01,F10,463
12-30-2018 16:00:01,F1T,84.02
12-30-2018 16:00:01,F1H,27.80
12-30-2018 16:00:09,N10,387
12-30-2018 16:00:09,N11,331
12-30-2018 16:00:09,N12,317
12-30-2018 16:00:09,N1T,83.12
12-30-2018 16:00:09,N1H,99.90
12-30-2018 16:00:16,P10,558
12-30-2018 16:00:16,P11,527
12-30-2018 16:00:16,P12,442
12-30-2018 16:00:16,P1T,72.14
12-30-2018 16:00:16,P1H,55.80
12-30-2018 16:00:24,F20,503
12-30-2018 16:00:24,F2T,75.74
12-30-2018 16:00:24,F2H,41.60
12-30-2018 16:30:01,F10,466
12-30-2018 16:30:01,F1T,84.02
12-30-2018 16:30:01,F1H,27.80
12-30-2018 16:30:09,N10,389
12-30-2018 16:30:09,N11,328
12-30-2018 16:30:09,N12,316
12-30-2018 16:30:09,N1T,83.30
12-30-2018 16:30:09,N1H,99.90
12-30-2018 16:30:16,P10,559
12-30-2018 16:30:16,P11,515
12-30-2018 16:30:16,P12,441
12-30-2018 16:30:16,P1T,72.14
12-30-2018 16:30:16,P1H,49.70
12-30-2018 16:30:23,F20,511
12-30-2018 16:30:23,F2T,75.74
12-30-2018 16:30:23,F2H,41.30
12-30-2018 17:00:01,F10,459
12-30-2018 17:00:01,F1T,84.02
12-30-2018 17:00:01,F1H,27.80
12-30-2018 17:00:08,N10,391
12-30-2018 17:00:08,N11,331
12-30-2018 17:00:08,N12,316
12-30-2018 17:00:08,N1T,83.48
12-30-2018 17:00:08,N1H,99.90
12-30-2018 17:00:15,P10,546
12-30-2018 17:00:15,P11,526
12-30-2018 17:00:15,P12,450
12-30-2018 17:00:15,P1T,71.96
12-30-2018 17:00:15,P1H,49.60
12-30-2018 17:00:23,F20,507
12-30-2018 17:00:23,F2T,75.74
12-30-2018 17:00:23,F2H,42.00
12-30-2018 17:30:01,F10,458
12-30-2018 17:30:01,F1T,83.84
12-30-2018 17:30:01,F1H,27.80
12-30-2018 17:30:09,N10,392
12-30-2018 17:30:09,N11,331
12-30-2018 17:30:09,N12,318
12-30-2018 17:30:09,N1T,83.48
12-30-2018 17:30:09,N1H,99.90
12-30-2018 17:30:16,P10,554
12-30-2018 17:30:16,P11,544
12-30-2018 17:30:16,P12,453
12-30-2018 17:30:16,P1T,71.96
12-30-2018 17:30:16,P1H,48.50
12-30-2018 17:30:23,F20,525
12-30-2018 17:30:23,F2T,75.56
12-30-2018 17:30:23,F2H,41.70
12-30-2018 18:00:01,F10,466
12-30-2018 18:00:01,F1T,84.20
12-30-2018 18:00:01,F1H,28.00
12-30-2018 18:00:08,N10,386
12-30-2018 18:00:08,N11,331
12-30-2018 18:00:08,N12,314
12-30-2018 18:00:08,N1T,84.02
12-30-2018 18:00:08,N1H,99.90
12-30-2018 18:00:16,P10,553
12-30-2018 18:00:16,P11,531
12-30-2018 18:00:16,P12,449
12-30-2018 18:00:16,P1T,72.14
12-30-2018 18:00:16,P1H,49.00
12-30-2018 18:00:23,F20,520
12-30-2018 18:00:23,F2T,76.28
12-30-2018 18:00:23,F2H,41.50
12-30-2018 18:30:01,F10,465
12-30-2018 18:30:01,F1T,84.20
12-30-2018 18:30:01,F1H,27.90
12-30-2018 18:30:09,N10,380
12-30-2018 18:30:09,N11,329
12-30-2018 18:30:09,N12,311
12-30-2018 18:30:09,N1T,84.02
12-30-2018 18:30:09,N1H,99.90
12-30-2018 18:30:16,P10,546
12-30-2018 18:30:16,P11,523
12-30-2018 18:30:16,P12,454
12-30-2018 18:30:16,P1T,72.14
12-30-2018 18:30:16,P1H,47.50
12-30-2018 18:30:23,F20,510
12-30-2018 18:30:23,F2T,76.46
12-30-2018 18:30:23,F2H,41.40
12-30-2018 19:00:01,F10,470
12-30-2018 19:00:01,F1T,84.02
12-30-2018 19:00:01,F1H,27.70
12-30-2018 19:00:08,N10,386
12-30-2018 19:00:08,N11,331
12-30-2018 19:00:08,N12,312
12-30-2018 19:00:08,N1T,84.02
12-30-2018 19:00:08,N1H,99.90
12-30-2018 19:00:16,P10,549
12-30-2018 19:00:16,P11,528
12-30-2018 19:00:16,P12,450
