12-16-2018 00:00:16,P11,356
12-16-2018 00:00:16,P12,280
12-16-2018 00:00:23,F20,353
12-16-2018 00:00:23,F2T,64.40
12-16-2018 00:00:23,F2H,61.00
12-16-2018 00:30:01,F10,515
12-16-2018 00:30:01,F1T,68.00
12-16-2018 00:30:01,F1H,21.00
12-16-2018 00:30:09,N10,553
12-16-2018 00:30:09,N11,429
12-16-2018 00:30:09,N12,462
12-16-2018 00:30:09,N13,519
12-16-2018 00:30:09,N14,275
12-16-2018 00:30:16,P10,288
12-16-2018 00:30:16,P11,361
12-16-2018 00:30:16,P12,280
12-16-2018 00:30:23,F20,354
12-16-2018 00:30:23,F2T,64.40
12-16-2018 00:30:23,F2H,61.00
12-16-2018 01:00:01,F10,516
12-16-2018 01:00:01,F1T,68.00
12-16-2018 01:00:01,F1H,20.00
12-16-2018 01:00:09,N10,556
12-16-2018 01:00:09,N11,432
12-16-2018 01:00:09,N12,481
12-16-2018 01:00:09,N13,522
12-16-2018 01:00:09,N14,276
12-16-2018 01:00:16,P10,289
12-16-2018 01:00:16,P11,363
12-16-2018 01:00:16,P12,281
12-16-2018 01:00:23,F20,355
12-16-2018 01:00:23,F2T,64.40
12-16-2018 01:00:23,F2H,61.00
12-16-2018 01:30:01,F10,519
12-16-2018 01:30:01,F1T,68.00
12-16-2018 01:30:01,F1H,20.00
12-16-2018 01:30:09,N10,560
12-16-2018 01:30:09,N11,432
12-16-2018 01:30:09,N12,492
12-16-2018 01:30:09,N13,523
12-16-2018 01:30:09,N14,278
12-16-2018 01:30:16,P10,292
12-16-2018 01:30:16,P11,361
12-16-2018 01:30:16,P12,282
12-16-2018 01:30:23,F20,355
12-16-2018 01:30:23,F2T,64.40
12-16-2018 01:30:23,F2H,61.00
12-16-2018 02:00:01,F10,516
12-16-2018 02:00:01,F1T,68.00
12-16-2018 02:00:01,F1H,20.00
12-16-2018 02:00:09,N10,562
12-16-2018 02:00:09,N11,428
12-16-2018 02:00:09,N12,500
12-16-2018 02:00:09,N13,527
12-16-2018 02:00:09,N14,279
12-16-2018 02:00:16,P10,292
12-16-2018 02:00:16,P11,363
12-16-2018 02:00:16,P12,283
12-16-2018 02:00:23,F20,356
12-16-2018 02:00:23,F2T,64.40
12-16-2018 02:00:23,F2H,61.00
12-16-2018 02:30:01,F10,517
12-16-2018 02:30:01,F1T,68.00
12-16-2018 02:30:01,F1H,19.00
12-16-2018 02:30:09,N10,563
12-16-2018 02:30:09,N11,421
12-16-2018 02:30:09,N12,511
12-16-2018 02:30:09,N13,527
12-16-2018 02:30:09,N14,280
12-16-2018 02:30:16,P10,294
12-16-2018 02:30:16,P11,369
12-16-2018 02:30:16,P12,281
12-16-2018 02:30:23,F20,354
12-16-2018 02:30:23,F2T,64.40
12-16-2018 02:30:23,F2H,61.00
12-16-2018 03:00:01,F10,514
12-16-2018 03:00:01,F1T,68.00
12-16-2018 03:00:01,F1H,19.00
12-16-2018 03:00:09,N10,564
12-16-2018 03:00:09,N11,414
12-16-2018 03:00:09,N12,517
12-16-2018 03:00:09,N13,527
12-16-2018 03:00:09,N14,281
12-16-2018 03:00:16,P10,293
12-16-2018 03:00:16,P11,368
12-16-2018 03:00:16,P12,283
12-16-2018 03:00:23,F20,360
12-16-2018 03:00:23,F2T,64.40
12-16-2018 03:00:23,F2H,60.00
12-16-2018 03:30:02,F10,515
12-16-2018 03:30:02,F1T,68.00
12-16-2018 03:30:02,F1H,19.00
12-16-2018 03:30:09,N10,565
12-16-2018 03:30:09,N11,408
12-16-2018 03:30:09,N12,525
12-16-2018 03:30:09,N13,527
12-16-2018 03:30:09,N14,281
12-16-2018 03:30:16,P10,292
12-16-2018 03:30:16,P11,370
12-16-2018 03:30:16,P12,283
12-16-2018 03:30:23,F20,359
12-16-2018 03:30:23,F2T,64.40
12-16-2018 03:30:23,F2H,60.00
12-16-2018 04:00:01,F10,518
12-16-2018 04:00:01,F1T,68.00
12-16-2018 04:00:01,F1H,19.00
12-16-2018 04:00:08,N10,566
12-16-2018 04:00:08,N11,404
12-16-2018 04:00:08,N12,530
12-16-2018 04:00:08,N13,525
12-16-2018 04:00:08,N14,281
12-16-2018 04:00:15,P10,291
12-16-2018 04:00:15,P11,368
12-16-2018 04:00:15,P12,283
12-16-2018 04:00:22,F20,360
12-16-2018 04:00:22,F2T,64.40
12-16-2018 04:00:22,F2H,60.00
12-16-2018 04:30:01,F10,517
12-16-2018 04:30:01,F1T,68.00
12-16-2018 04:30:01,F1H,19.00
12-16-2018 04:30:08,N10,578
12-16-2018 04:30:08,N11,397
12-16-2018 04:30:08,N12,538
12-16-2018 04:30:08,N13,528
12-16-2018 04:30:08,N14,281
12-16-2018 04:30:15,P10,296
12-16-2018 04:30:15,P11,369
12-16-2018 04:30:15,P12,284
12-16-2018 04:30:22,F20,361
12-16-2018 04:30:22,F2T,64.40
12-16-2018 04:30:22,F2H,60.00
12-16-2018 05:00:01,F10,515
12-16-2018 05:00:01,F1T,68.00
12-16-2018 05:00:01,F1H,19.00
12-16-2018 05:00:08,N10,596
12-16-2018 05:00:08,N11,398
12-16-2018 05:00:08,N12,517
12-16-2018 05:00:08,N13,527
12-16-2018 05:00:08,N14,281
12-16-2018 05:00:15,P10,296
12-16-2018 05:00:15,P11,374
12-16-2018 05:00:15,P12,284
12-16-2018 05:00:22,F20,362
12-16-2018 05:00:22,F2T,64.40
12-16-2018 05:00:22,F2H,60.00
12-16-2018 05:30:01,F10,506
12-16-2018 05:30:01,F1T,68.00
12-16-2018 05:30:01,F1H,19.00
12-16-2018 05:30:08,N10,592
12-16-2018 05:30:08,N11,398
12-16-2018 05:30:08,N12,523
12-16-2018 05:30:08,N13,521
12-16-2018 05:30:08,N14,281
12-16-2018 05:30:15,P10,293
12-16-2018 05:30:15,P11,373
12-16-2018 05:30:15,P12,284
12-16-2018 05:30:22,F20,365
12-16-2018 05:30:22,F2T,64.40
12-16-2018 05:30:22,F2H,60.00
12-16-2018 06:00:01,F10,502
12-16-2018 06:00:01,F1T,78.80
12-16-2018 06:00:01,F1H,15.00
12-16-2018 06:00:08,N10,592
12-16-2018 06:00:08,N11,337
12-16-2018 06:00:08,N12,519
12-16-2018 06:00:08,N13,520
12-16-2018 06:00:08,N14,280
12-16-2018 06:00:15,P10,297
12-16-2018 06:00:15,P11,378
12-16-2018 06:00:15,P12,285
12-16-2018 06:00:22,F20,363
12-16-2018 06:00:22,F2T,64.40
12-16-2018 06:00:22,F2H,61.00
12-16-2018 06:30:01,F10,498
12-16-2018 06:30:01,F1T,80.60
12-16-2018 06:30:01,F1H,14.00
12-16-2018 06:30:09,N10,559
12-16-2018 06:30:09,N11,388
12-16-2018 06:30:09,N12,468
12-16-2018 06:30:09,N13,525
12-16-2018 06:30:09,N14,280
12-16-2018 06:30:16,P10,296
12-16-2018 06:30:16,P11,376
12-16-2018 06:30:16,P12,285
12-16-2018 06:30:23,F20,363
12-16-2018 06:30:23,F2T,64.40
12-16-2018 06:30:23,F2H,61.00
12-16-2018 07:00:01,F10,496
12-16-2018 07:00:01,F1T,80.60
12-16-2018 07:00:01,F1H,14.00
12-16-2018 07:00:09,N10,557
12-16-2018 07:00:09,N11,382
12-16-2018 07:00:09,N12,480
12-16-2018 07:00:09,N13,528
12-16-2018 07:00:09,N14,280
12-16-2018 07:00:16,P10,294
12-16-2018 07:00:16,P11,381
12-16-2018 07:00:16,P12,283
12-16-2018 07:00:23,F20,362
12-16-2018 07:00:23,F2T,66.20
12-16-2018 07:00:23,F2H,60.00
12-16-2018 07:30:01,F10,494
12-16-2018 07:30:01,F1T,80.60
12-16-2018 07:30:01,F1H,14.00
12-16-2018 07:30:09,N10,555
12-16-2018 07:30:09,N11,385
12-16-2018 07:30:09,N12,481
12-16-2018 07:30:09,N13,526
12-16-2018 07:30:09,N14,279
12-16-2018 07:30:16,P10,297
12-16-2018 07:30:16,P11,379
12-16-2018 07:30:16,P12,284
12-16-2018 07:30:23,F20,358
12-16-2018 07:30:23,F2T,71.60
12-16-2018 07:30:23,F2H,53.00
12-16-2018 08:00:01,F10,496
12-16-2018 08:00:01,F1T,80.60
12-16-2018 08:00:01,F1H,14.00
12-16-2018 08:00:09,N10,554
12-16-2018 08:00:09,N11,386
12-16-2018 08:00:09,N12,484
12-16-2018 08:00:09,N13,525
12-16-2018 08:00:09,N14,278
12-16-2018 08:00:16,P10,297
12-16-2018 08:00:16,P11,383
12-16-2018 08:00:16,P12,285
12-16-2018 08:00:23,F20,359
12-16-2018 08:00:23,F2T,71.60
12-16-2018 08:00:23,F2H,53.00
12-16-2018 08:30:01,F10,491
12-16-2018 08:30:01,F1T,80.60
12-16-2018 08:30:01,F1H,14.00
12-16-2018 08:30:09,N10,554
12-16-2018 08:30:09,N11,385
12-16-2018 08:30:09,N12,490
