time,sensor,data
12-27-2018 04:30:16,P12,389
12-27-2018 04:30:16,P1T,69.80
12-27-2018 04:30:16,P1H,59.60
12-27-2018 04:30:23,F20,584
12-27-2018 04:30:23,F2T,67.46
12-27-2018 04:30:23,F2H,56.30
12-27-2018 05:00:02,F10,567
12-27-2018 05:00:02,F1T,70.70
12-27-2018 05:00:02,F1H,48.30
12-27-2018 05:00:09,N10,390
12-27-2018 05:00:09,N11,329
12-27-2018 05:00:09,N12,312
12-27-2018 05:00:09,N1T,80.24
12-27-2018 05:00:09,N1H,99.90
12-27-2018 05:00:16,P10,527
12-27-2018 05:00:16,P11,447
12-27-2018 05:00:16,P12,386
12-27-2018 05:00:16,P1T,69.62
12-27-2018 05:00:16,P1H,57.60
12-27-2018 05:00:24,F20,583
12-27-2018 05:00:24,F2T,67.46
12-27-2018 05:00:24,F2H,56.40
12-27-2018 05:30:01,F10,554
12-27-2018 05:30:01,F1T,70.70
12-27-2018 05:30:01,F1H,48.30
12-27-2018 05:30:09,N10,382
12-27-2018 05:30:09,N11,326
12-27-2018 05:30:09,N12,316
12-27-2018 05:30:09,N1T,79.88
12-27-2018 05:30:09,N1H,99.90
12-27-2018 05:30:16,P10,520
12-27-2018 05:30:16,P11,445
12-27-2018 05:30:16,P12,392
12-27-2018 05:30:16,P1T,69.62
12-27-2018 05:30:16,P1H,57.50
12-27-2018 05:30:23,F20,580
12-27-2018 05:30:23,F2T,67.46
12-27-2018 05:30:23,F2H,56.20
12-27-2018 06:00:01,F10,551
12-27-2018 06:00:01,F1T,80.60
12-27-2018 06:00:01,F1H,35.80
12-27-2018 06:00:08,N10,393
12-27-2018 06:00:08,N11,329
12-27-2018 06:00:08,N12,316
12-27-2018 06:00:08,N1T,80.06
12-27-2018 06:00:08,N1H,99.90
12-27-2018 06:00:15,P10,526
12-27-2018 06:00:15,P11,439
12-27-2018 06:00:15,P12,385
12-27-2018 06:00:15,P1T,70.16
12-27-2018 06:00:15,P1H,55.90
12-27-2018 06:00:23,F20,579
12-27-2018 06:00:23,F2T,67.46
12-27-2018 06:00:23,F2H,57.50
12-27-2018 06:30:01,F10,549
12-27-2018 06:30:01,F1T,82.04
12-27-2018 06:30:01,F1H,34.10
12-27-2018 06:30:09,N10,380
12-27-2018 06:30:09,N11,327
12-27-2018 06:30:09,N12,312
12-27-2018 06:30:09,N1T,80.06
12-27-2018 06:30:09,N1H,99.90
12-27-2018 06:30:16,P10,501
12-27-2018 06:30:16,P11,457
12-27-2018 06:30:16,P12,386
12-27-2018 06:30:16,P1T,70.52
12-27-2018 06:30:16,P1H,56.30
12-27-2018 06:30:24,F20,578
12-27-2018 06:30:24,F2T,67.64
12-27-2018 06:30:24,F2H,58.00
12-27-2018 07:00:01,F10,548
12-27-2018 07:00:01,F1T,82.40
12-27-2018 07:00:01,F1H,33.90
12-27-2018 07:00:08,N10,377
12-27-2018 07:00:08,N11,327
12-27-2018 07:00:08,N12,313
12-27-2018 07:00:08,N1T,80.24
12-27-2018 07:00:08,N1H,99.90
12-27-2018 07:00:16,P10,531
12-27-2018 07:00:16,P11,438
12-27-2018 07:00:16,P12,388
12-27-2018 07:00:16,P1T,70.88
12-27-2018 07:00:16,P1H,61.20
12-27-2018 07:00:23,F20,574
12-27-2018 07:00:23,F2T,67.82
12-27-2018 07:00:23,F2H,57.50
12-27-2018 07:30:01,F10,545
12-27-2018 07:30:01,F1T,82.76
12-27-2018 07:30:01,F1H,33.60
12-27-2018 07:30:08,N10,377
12-27-2018 07:30:08,N11,324
12-27-2018 07:30:08,N12,308
12-27-2018 07:30:08,N1T,82.40
12-27-2018 07:30:08,N1H,99.90
12-27-2018 07:30:15,P10,523
12-27-2018 07:30:15,P11,453
12-27-2018 07:30:15,P12,390
12-27-2018 07:30:15,P1T,71.06
12-27-2018 07:30:15,P1H,61.40
12-27-2018 07:30:23,F20,571
12-27-2018 07:30:23,F2T,75.20
12-27-2018 07:30:23,F2H,48.40
12-27-2018 08:00:01,F10,549
12-27-2018 08:00:01,F1T,82.94
12-27-2018 08:00:01,F1H,33.50
12-27-2018 08:00:09,N10,371
12-27-2018 08:00:09,N11,323
12-27-2018 08:00:09,N12,310
12-27-2018 08:00:09,N1T,83.30
12-27-2018 08:00:09,N1H,99.90
12-27-2018 08:00:16,P10,530
12-27-2018 08:00:16,P11,446
12-27-2018 08:00:16,P12,391
12-27-2018 08:00:16,P1T,71.24
12-27-2018 08:00:16,P1H,66.30
12-27-2018 08:00:23,F20,571
12-27-2018 08:00:23,F2T,75.56
12-27-2018 08:00:23,F2H,48.20
12-27-2018 08:30:01,F10,548
12-27-2018 08:30:01,F1T,83.12
12-27-2018 08:30:01,F1H,33.50
12-27-2018 08:30:08,N10,368
12-27-2018 08:30:08,N11,321
12-27-2018 08:30:08,N12,308
12-27-2018 08:30:08,N1T,83.66
12-27-2018 08:30:08,N1H,99.90
12-27-2018 08:30:15,P10,519
12-27-2018 08:30:15,P11,446
12-27-2018 08:30:15,P12,389
12-27-2018 08:30:15,P1T,71.42
12-27-2018 08:30:15,P1H,66.20
12-27-2018 08:30:23,F20,567
12-27-2018 08:30:23,F2T,75.56
12-27-2018 08:30:23,F2H,48.20
12-27-2018 09:00:01,F10,550
12-27-2018 09:00:01,F1T,83.12
12-27-2018 09:00:01,F1H,33.40
12-27-2018 09:00:09,N10,363
12-27-2018 09:00:09,N11,319
12-27-2018 09:00:09,N12,305
12-27-2018 09:00:09,N1T,84.02
12-27-2018 09:00:09,N1H,99.90
12-27-2018 09:00:16,P10,534
12-27-2018 09:00:16,P11,457
12-27-2018 09:00:16,P12,394
12-27-2018 09:00:16,P1T,71.42
12-27-2018 09:00:16,P1H,65.40
12-27-2018 09:00:23,F20,570
12-27-2018 09:00:23,F2T,75.92
12-27-2018 09:00:23,F2H,47.80
12-27-2018 09:30:01,F10,556
12-27-2018 09:30:01,F1T,83.12
12-27-2018 09:30:01,F1H,33.40
12-27-2018 09:30:08,N10,367
12-27-2018 09:30:08,N11,320
12-27-2018 09:30:08,N12,305
12-27-2018 09:30:08,N1T,84.38
12-27-2018 09:30:08,N1H,99.90
12-27-2018 09:30:16,P10,516
12-27-2018 09:30:16,P11,449
12-27-2018 09:30:16,P12,383
12-27-2018 09:30:16,P1T,71.42
12-27-2018 09:30:16,P1H,65.50
12-27-2018 09:30:23,F20,567
12-27-2018 09:30:23,F2T,75.92
12-27-2018 09:30:23,F2H,48.00
12-27-2018 10:00:01,F10,551
12-27-2018 10:00:01,F1T,83.12
12-27-2018 10:00:01,F1H,33.10
12-27-2018 10:00:09,N10,365
12-27-2018 10:00:09,N11,322
12-27-2018 10:00:09,N12,304
12-27-2018 10:00:09,N1T,84.56
12-27-2018 10:00:09,N1H,99.90
12-27-2018 10:00:16,P10,526
12-27-2018 10:00:16,P11,452
12-27-2018 10:00:16,P12,388
12-27-2018 10:00:16,P1T,71.42
12-27-2018 10:00:16,P1H,66.60
12-27-2018 10:00:23,F20,567
12-27-2018 10:00:23,F2T,76.10
12-27-2018 10:00:23,F2H,47.80
12-27-2018 10:30:01,F10,557
12-27-2018 10:30:01,F1T,83.30
12-27-2018 10:30:01,F1H,33.50
12-27-2018 10:30:08,N10,438
12-27-2018 10:30:08,N11,326
12-27-2018 10:30:08,N12,313
12-27-2018 10:30:08,N1T,84.92
12-27-2018 10:30:08,N1H,99.90
12-27-2018 10:30:16,P10,540
12-27-2018 10:30:16,P11,451
12-27-2018 10:30:16,P12,388
12-27-2018 10:30:16,P1T,71.60
12-27-2018 10:30:16,P1H,65.20
12-27-2018 10:30:23,F20,569
12-27-2018 10:30:23,F2T,75.74
12-27-2018 10:30:23,F2H,49.00
12-27-2018 11:00:01,F10,558
12-27-2018 11:00:01,F1T,83.48
12-27-2018 11:00:01,F1H,33.40
12-27-2018 11:00:09,N10,369
12-27-2018 11:00:09,N11,317
12-27-2018 11:00:09,N12,304
12-27-2018 11:00:09,N1T,85.28
12-27-2018 11:00:09,N1H,99.90
12-27-2018 11:00:16,P10,515
12-27-2018 11:00:16,P11,452
12-27-2018 11:00:16,P12,381
12-27-2018 11:00:16,P1T,71.78
12-27-2018 11:00:16,P1H,62.30
12-27-2018 11:00:24,F20,569
12-27-2018 11:00:24,F2T,75.38
12-27-2018 11:00:24,F2H,49.30
12-27-2018 11:30:01,F10,559
12-27-2018 11:30:01,F1T,83.66
12-27-2018 11:30:01,F1H,33.60
12-27-2018 11:30:09,N10,367
12-27-2018 11:30:09,N11,319
12-27-2018 11:30:09,N12,301
12-27-2018 11:30:09,N1T,85.46
12-27-2018 11:30:09,N1H,99.90
12-27-2018 11:30:16,P10,528
12-27-2018 11:30:16,P11,453
12-27-2018 11:30:16,P12,385
12-27-2018 11:30:16,P1T,71.96
12-27-2018 11:30:16,P1H,63.50
12-27-2018 11:30:23,F20,568
12-27-2018 11:30:23,F2T,75.92
12-27-2018 11:30:23,F2H,49.50
12-27-2018 12:00:01,F10,562
12-27-2018 12:00:01,F1T,84.02
12-27-2018 12:00:01,F1H,34.20
12-27-2018 12:00:08,N10,367
12-27-2018 12:00:08,N11,319
12-27-2018 12:00:08,N12,301
12-27-2018 12:00:08,N1T,86.00
12-27-2018 12:00:08,N1H,99.90
12-27-2018 12:00:15,P10,533
12-27-2018 12:00:15,P11,452
12-27-2018 12:00:15,P12,384
12-27-2018 12:00:15,P1T,72.14
12-27-2018 12:00:15,P1H,61.80
12-27-2018 12:00:23,F20,568
12-27-2018 12:00:23,F2T,76.46
12-27-2018 12:00:23,F2H,49.70
12-27-2018 12:30:01,F10,560
12-27-2018 12:30:01,F1T,84.20
12-27-2018 12:30:01,F1H,34.00
12-27-2018 12:30:09,N10,372
12-27-2018 12:30:09,N11,319
12-27-2018 12:30:09,N12,303
12-27-2018 12:30:09,N1T,86.18
12-27-2018 12:30:09,N1H,99.90
12-27-2018 12:30:16,P10,532
12-27-2018 12:30:16,P11,457
12-27-2018 12:30:16,P12,384
12-27-2018 12:30:16,P1T,72.32
12-27-2018 12:30:16,P1H,61.90
12-27-2018 12:30:23,F20,574
12-27-2018 12:30:23,F2T,76.82
12-27-2018 12:30:23,F2H,49.00
12-27-2018 13:00:01,F10,568
12-27-2018 13:00:01,F1T,83.84
12-27-2018 13:00:01,F1H,33.70
12-27-2018 13:00:08,N10,372
12-27-2018 13:00:08,N11,317
12-27-2018 13:00:08,N12,302
12-27-2018 13:00:08,N1T,86.00
12-27-2018 13:00:08,N1H,99.90
12-27-2018 13:00:15,P10,526
12-27-2018 13:00:15,P11,461
12-27-2018 13:00:15,P12,386
12-27-2018 13:00:15,P1T,72.14
12-27-2018 13:00:15,P1H,61.30
12-27-2018 13:00:23,F20,573
12-27-2018 13:00:23,F2T,76.10
12-27-2018 13:00:23,F2H,48.30
12-27-2018 13:30:01,F10,573
12-27-2018 13:30:01,F1T,83.84
12-27-2018 13:30:01,F1H,33.60
12-27-2018 13:30:09,N10,368
12-27-2018 13:30:09,N11,319
12-27-2018 13:30:09,N12,300
12-27-2018 13:30:09,N1T,85.82
12-27-2018 13:30:09,N1H,99.90
12-27-2018 13:30:16,P10,524
12-27-2018 13:30:16,P11,452
12-27-2018 13:30:16,P12,389
12-27-2018 13:30:16,P1T,71.96
12-27-2018 13:30:16,P1H,61.20
12-27-2018 13:30:23,F20,574
12-27-2018 13:30:23,F2T,76.28
12-27-2018 13:30:23,F2H,48.10
12-27-2018 14:00:01,F10,577
12-27-2018 14:00:01,F1T,83.66
12-27-2018 14:00:01,F1H,33.50
12-27-2018 14:00:08,N10,365
12-27-2018 14:00:08,N11,318
12-27-2018 14:00:08,N12,301
12-27-2018 14:00:08,N1T,85.82
12-27-2018 14:00:08,N1H,99.90
12-27-2018 14:00:16,P10,530
12-27-2018 14:00:16,P11,452
12-27-2018 14:00:16,P12,381
12-27-2018 14:00:16,P1T,71.96
12-27-2018 14:00:16,P1H,61.20
12-27-2018 14:00:23,F20,582
12-27-2018 14:00:23,F2T,76.28
12-27-2018 14:00:23,F2H,47.90
12-27-2018 14:30:01,F10,582
12-27-2018 14:30:01,F1T,83.66
12-27-2018 14:30:01,F1H,33.60
12-27-2018 14:30:09,N10,367
12-27-2018 14:30:09,N11,318
12-27-2018 14:30:09,N12,302
12-27-2018 14:30:09,N1T,85.82
12-27-2018 14:30:09,N1H,99.90
12-27-2018 14:30:16,P10,531
12-27-2018 14:30:16,P11,458
12-27-2018 14:30:16,P12,384
12-27-2018 14:30:16,P1T,71.78
12-27-2018 14:30:16,P1H,60.40
12-27-2018 14:30:23,F20,583
12-27-2018 14:30:23,F2T,76.28
12-27-2018 14:30:23,F2H,48.50
12-27-2018 15:00:01,F10,579
12-27-2018 15:00:01,F1T,83.84
12-27-2018 15:00:01,F1H,33.80
12-27-2018 15:00:08,N10,377
12-27-2018 15:00:08,N11,319
12-27-2018 15:00:08,N12,304
12-27-2018 15:00:08,N1T,85.82
12-27-2018 15:00:08,N1H,99.90
12-27-2018 15:00:16,P10,533
12-27-2018 15:00:16,P11,443
12-27-2018 15:00:16,P12,389
12-27-2018 15:00:16,P1T,71.96
12-27-2018 15:00:16,P1H,58.80
12-27-2018 15:00:23,F20,585
12-27-2018 15:00:23,F2T,76.82
12-27-2018 15:00:23,F2H,48.40
12-27-2018 15:30:02,F10,587
12-27-2018 15:30:02,F1T,84.02
12-27-2018 15:30:02,F1H,34.00
12-27-2018 15:30:09,N10,381
12-27-2018 15:30:09,N11,318
12-27-2018 15:30:09,N12,302
12-27-2018 15:30:09,N1T,86.00
12-27-2018 15:30:09,N1H,99.90
12-27-2018 15:30:16,P10,524
12-27-2018 15:30:16,P11,448
12-27-2018 15:30:16,P12,385
12-27-2018 15:30:16,P1T,71.96
12-27-2018 15:30:16,P1H,62.80
12-27-2018 15:30:24,F20,585
12-27-2018 15:30:24,F2T,77.00
12-27-2018 15:30:24,F2H,48.10
12-27-2018 16:00:01,F10,597
12-27-2018 16:00:01,F1T,84.20
12-27-2018 16:00:01,F1H,34.10
12-27-2018 16:00:09,N10,370
12-27-2018 16:00:09,N11,323
12-27-2018 16:00:09,N12,300
12-27-2018 16:00:09,N1T,86.36
12-27-2018 16:00:09,N1H,99.90
12-27-2018 16:00:16,P10,522
12-27-2018 16:00:16,P11,443
12-27-2018 16:00:16,P12,394
12-27-2018 16:00:16,P1T,72.14
12-27-2018 16:00:16,P1H,60.70
12-27-2018 16:00:23,F20,588
12-27-2018 16:00:23,F2T,77.00
12-27-2018 16:00:23,F2H,48.20
12-27-2018 16:30:01,F10,593
12-27-2018 16:30:01,F1T,84.20
12-27-2018 16:30:01,F1H,34.00
12-27-2018 16:30:08,N10,382
12-27-2018 16:30:08,N11,320
12-27-2018 16:30:08,N12,303
12-27-2018 16:30:08,N1T,86.36
12-27-2018 16:30:08,N1H,99.90
12-27-2018 16:30:15,P10,518
12-27-2018 16:30:15,P11,447
12-27-2018 16:30:15,P12,379
12-27-2018 16:30:15,P1T,72.14
12-27-2018 16:30:15,P1H,62.20
12-27-2018 16:30:23,F20,587
12-27-2018 16:30:23,F2T,76.82
12-27-2018 16:30:23,F2H,48.00
12-27-2018 17:00:01,F10,599
12-27-2018 17:00:01,F1T,84.20
12-27-2018 17:00:01,F1H,34.00
12-27-2018 17:00:09,N10,368
12-27-2018 17:00:09,N11,320
12-27-2018 17:00:09,N12,300
12-27-2018 17:00:09,N1T,86.18
12-27-2018 17:00:09,N1H,99.90
12-27-2018 17:00:16,P10,523
12-27-2018 17:00:16,P11,450
12-27-2018 17:00:16,P12,378
12-27-2018 17:00:16,P1T,72.14
12-27-2018 17:00:16,P1H,62.30
12-27-2018 17:00:23,F20,589
12-27-2018 17:00:23,F2T,77.18
12-27-2018 17:00:23,F2H,47.70
12-27-2018 17:30:01,F10,605
12-27-2018 17:30:01,F1T,84.20
12-27-2018 17:30:01,F1H,34.00
12-27-2018 17:30:08,N10,417
12-27-2018 17:30:08,N11,323
12-27-2018 17:30:08,N12,304
12-27-2018 17:30:08,N1T,86.00
12-27-2018 17:30:08,N1H,99.90
12-27-2018 17:30:16,P10,527
12-27-2018 17:30:16,P11,448
12-27-2018 17:30:16,P12,380
12-27-2018 17:30:16,P1T,72.14
12-27-2018 17:30:16,P1H,60.80
12-27-2018 17:30:23,F20,594
12-27-2018 17:30:23,F2T,76.82
12-27-2018 17:30:23,F2H,47.80
12-27-2018 18:00:01,F10,602
12-27-2018 18:00:01,F1T,84.20
12-27-2018 18:00:01,F1H,33.90
12-27-2018 18:00:09,N10,371
12-27-2018 18:00:09,N11,320
12-27-2018 18:00:09,N12,299
12-27-2018 18:00:09,N1T,85.82
12-27-2018 18:00:09,N1H,99.90
12-27-2018 18:00:16,P10,530
12-27-2018 18:00:16,P11,451
12-27-2018 18:00:16,P12,380
12-27-2018 18:00:16,P1T,72.14
12-27-2018 18:00:16,P1H,61.80
12-27-2018 18:00:23,F20,598
12-27-2018 18:00:23,F2T,77.18
12-27-2018 18:00:23,F2H,47.20
12-27-2018 18:30:01,F10,615
12-27-2018 18:30:01,F1T,84.20
12-27-2018 18:30:01,F1H,33.80
12-27-2018 18:30:09,N10,383
12-27-2018 18:30:09,N11,320
12-27-2018 18:30:09,N12,300
12-27-2018 18:30:09,N1T,85.82
12-27-2018 18:30:09,N1H,99.90
12-27-2018 18:30:16,P10,527
12-27-2018 18:30:16,P11,463
12-27-2018 18:30:16,P12,386
12-27-2018 18:30:16,P1T,72.14
12-27-2018 18:30:16,P1H,60.40
12-27-2018 18:30:23,F20,601
12-27-2018 18:30:23,F2T,77.00
12-27-2018 18:30:23,F2H,47.10
12-27-2018 19:00:01,F10,623
12-27-2018 19:00:01,F1T,84.20
12-27-2018 19:00:01,F1H,33.90
12-27-2018 19:00:08,N10,431
12-27-2018 19:00:08,N11,327
12-27-2018 19:00:08,N12,308
12-27-2018 19:00:08,N1T,85.82
12-27-2018 19:00:08,N1H,99.90
12-27-2018 19:00:16,P10,519
12-27-2018 19:00:16,P11,449
12-27-2018 19:00:16,P12,388
12-27-2018 19:00:16,P1T,72.14
12-27-2018 19:00:16,P1H,61.10
12-27-2018 19:00:23,F20,613
12-27-2018 19:00:23,F2T,76.82
12-27-2018 19:00:23,F2H,46.50
12-27-2018 19:30:01,F10,635
12-27-2018 19:30:01,F1T,75.20
12-27-2018 19:30:01,F1H,44.90
12-27-2018 19:30:09,N10,397
12-27-2018 19:30:09,N11,325
12-27-2018 19:30:09,N12,305
12-27-2018 19:30:09,N1T,85.64
12-27-2018 19:30:09,N1H,99.90
12-27-2018 19:30:16,P10,524
12-27-2018 19:30:16,P11,463
12-27-2018 19:30:16,P12,389
12-27-2018 19:30:16,P1T,71.42
12-27-2018 19:30:16,P1H,62.80
12-27-2018 19:30:24,F20,614
12-27-2018 19:30:24,F2T,70.16
12-27-2018 19:30:24,F2H,55.10
12-27-2018 20:00:01,F10,641
12-27-2018 20:00:01,F1T,73.22
12-27-2018 20:00:01,F1H,47.70
12-27-2018 20:00:09,N10,390
12-27-2018 20:00:09,N11,324
12-27-2018 20:00:09,N12,303
12-27-2018 20:00:09,N1T,85.28
12-27-2018 20:00:09,N1H,99.90
12-27-2018 20:00:16,P10,532
12-27-2018 20:00:16,P11,466
12-27-2018 20:00:16,P12,390
12-27-2018 20:00:16,P1T,71.06
12-27-2018 20:00:16,P1H,64.50
12-27-2018 20:00:23,F20,616
12-27-2018 20:00:23,F2T,69.44
12-27-2018 20:00:23,F2H,55.70
12-27-2018 20:30:01,F10,642
12-27-2018 20:30:01,F1T,72.50
12-27-2018 20:30:01,F1H,48.30
12-27-2018 20:30:08,N10,380
12-27-2018 20:30:08,N11,322
12-27-2018 20:30:08,N12,304
12-27-2018 20:30:08,N1T,85.10
12-27-2018 20:30:08,N1H,99.90
12-27-2018 20:30:15,P10,532
12-27-2018 20:30:15,P11,462
12-27-2018 20:30:15,P12,392
12-27-2018 20:30:15,P1T,71.06
12-27-2018 20:30:15,P1H,58.90
12-27-2018 20:30:23,F20,618
12-27-2018 20:30:23,F2T,69.08
12-27-2018 20:30:23,F2H,56.30
12-27-2018 21:00:01,F10,661
12-27-2018 21:00:01,F1T,72.14
12-27-2018 21:00:01,F1H,48.50
12-27-2018 21:00:09,N10,371
12-27-2018 21:00:09,N11,325
12-27-2018 21:00:09,N12,306
12-27-2018 21:00:09,N1T,84.92
12-27-2018 21:00:09,N1H,99.90
12-27-2018 21:00:16,P10,520
12-27-2018 21:00:16,P11,466
12-27-2018 21:00:16,P12,394
12-27-2018 21:00:16,P1T,70.88
12-27-2018 21:00:16,P1H,66.00
12-27-2018 21:00:23,F20,619
12-27-2018 21:00:23,F2T,68.72
12-27-2018 21:00:23,F2H,56.60
12-27-2018 21:30:01,F10,664
12-27-2018 21:30:01,F1T,71.78
12-27-2018 21:30:01,F1H,48.50
12-27-2018 21:30:08,N10,383
12-27-2018 21:30:08,N11,325
12-27-2018 21:30:08,N12,308
12-27-2018 21:30:08,N1T,84.74
12-27-2018 21:30:08,N1H,99.90
12-27-2018 21:30:16,P10,524
12-27-2018 21:30:16,P11,466
12-27-2018 21:30:16,P12,396
12-27-2018 21:30:16,P1T,70.88
12-27-2018 21:30:16,P1H,56.80
12-27-2018 21:30:23,F20,622
12-27-2018 21:30:23,F2T,68.54
12-27-2018 21:30:23,F2H,56.60
12-27-2018 22:00:01,F10,651
12-27-2018 22:00:01,F1T,71.60
12-27-2018 22:00:01,F1H,48.50
12-27-2018 22:00:09,N10,383
12-27-2018 22:00:09,N11,325
12-27-2018 22:00:09,N12,308
12-27-2018 22:00:09,N1T,84.56
12-27-2018 22:00:09,N1H,99.90
12-27-2018 22:00:16,P10,522
12-27-2018 22:00:16,P11,466
12-27-2018 22:00:16,P12,394
12-27-2018 22:00:16,P1T,70.70
12-27-2018 22:00:16,P1H,64.50
12-27-2018 22:00:23,F20,622
12-27-2018 22:00:23,F2T,68.36
12-27-2018 22:00:23,F2H,57.00
12-27-2018 22:30:01,F10,654
12-27-2018 22:30:01,F1T,71.60
12-27-2018 22:30:01,F1H,48.90
12-27-2018 22:30:08,N10,373
12-27-2018 22:30:08,N11,325
12-27-2018 22:30:08,N12,306
12-27-2018 22:30:08,N1T,84.56
12-27-2018 22:30:08,N1H,99.90
12-27-2018 22:30:16,P10,525
12-27-2018 22:30:16,P11,463
12-27-2018 22:30:16,P12,395
12-27-2018 22:30:16,P1T,70.70
12-27-2018 22:30:16,P1H,65.70
12-27-2018 22:30:23,F20,622
12-27-2018 22:30:23,F2T,68.18
12-27-2018 22:30:23,F2H,57.20
12-27-2018 23:00:01,F10,665
12-27-2018 23:00:01,F1T,71.42
12-27-2018 23:00:01,F1H,48.90
12-27-2018 23:00:09,N10,384
12-27-2018 23:00:09,N11,324
12-27-2018 23:00:09,N12,310
12-27-2018 23:00:09,N1T,84.38
12-27-2018 23:00:09,N1H,99.90
12-27-2018 23:00:16,P10,512
12-27-2018 23:00:16,P11,465
12-27-2018 23:00:16,P12,385
12-27-2018 23:00:16,P1T,70.52
12-27-2018 23:00:16,P1H,59.90
12-27-2018 23:00:24,F20,624
12-27-2018 23:00:24,F2T,68.18
12-27-2018 23:00:24,F2H,57.50
12-27-2018 23:30:01,F10,661
12-27-2018 23:30:01,F1T,71.24
12-27-2018 23:30:01,F1H,48.80
12-27-2018 23:30:08,N10,399
12-27-2018 23:30:08,N11,329
12-27-2018 23:30:08,N12,312
12-27-2018 23:30:08,N1T,84.38
12-27-2018 23:30:08,N1H,99.90
12-27-2018 23:30:16,P10,532
12-27-2018 23:30:16,P11,465
12-27-2018 23:30:16,P12,388
12-27-2018 23:30:16,P1T,70.52
12-27-2018 23:30:16,P1H,66.90
12-27-2018 23:30:23,F20,618
12-27-2018 23:30:23,F2T,68.00
12-27-2018 23:30:23,F2H,57.50
12-28-2018 00:00:02,F10,662
12-28-2018 00:00:02,F1T,71.24
12-28-2018 00:00:02,F1H,49.10
12-28-2018 00:00:09,N10,395
12-28-2018 00:00:09,N11,326
12-28-2018 00:00:09,N12,309
12-28-2018 00:00:09,N1T,84.38
12-28-2018 00:00:09,N1H,99.90
12-28-2018 00:00:16,P10,520
12-28-2018 00:00:16,P11,464
12-28-2018 00:00:16,P12,391
12-28-2018 00:00:16,P1T,70.52
12-28-2018 00:00:16,P1H,58.00
12-28-2018 00:00:24,F20,619
12-28-2018 00:00:24,F2T,68.00
12-28-2018 00:00:24,F2H,57.80
12-28-2018 00:30:01,F10,673
12-28-2018 00:30:01,F1T,71.24
12-28-2018 00:30:01,F1H,49.20
12-28-2018 00:30:09,N10,400
12-28-2018 00:30:09,N11,326
12-28-2018 00:30:09,N12,312
12-28-2018 00:30:09,N1T,84.38
12-28-2018 00:30:09,N1H,99.90
12-28-2018 00:30:16,P10,531
12-28-2018 00:30:16,P11,471
12-28-2018 00:30:16,P12,396
12-28-2018 00:30:16,P1T,70.52
12-28-2018 00:30:16,P1H,59.70
12-28-2018 00:30:23,F20,623
12-28-2018 00:30:23,F2T,68.00
12-28-2018 00:30:23,F2H,58.00
12-28-2018 01:00:01,F10,677
12-28-2018 01:00:01,F1T,71.06
12-28-2018 01:00:01,F1H,49.50
12-28-2018 01:00:08,N10,364
12-28-2018 01:00:08,N11,326
12-28-2018 01:00:08,N12,305
12-28-2018 01:00:08,N1T,84.02
12-28-2018 01:00:08,N1H,99.90
12-28-2018 01:00:15,P10,535
12-28-2018 01:00:15,P11,466
12-28-2018 01:00:15,P12,394
12-28-2018 01:00:15,P1T,69.98
12-28-2018 01:00:15,P1H,61.10
12-28-2018 01:00:23,F20,618
12-28-2018 01:00:23,F2T,67.82
12-28-2018 01:00:23,F2H,57.60
12-28-2018 01:30:01,F10,670
12-28-2018 01:30:01,F1T,70.88
12-28-2018 01:30:01,F1H,49.60
12-28-2018 01:30:09,N10,403
12-28-2018 01:30:09,N11,329
12-28-2018 01:30:09,N12,314
12-28-2018 01:30:09,N1T,82.22
12-28-2018 01:30:09,N1H,99.90
12-28-2018 01:30:16,P10,528
12-28-2018 01:30:16,P11,463
12-28-2018 01:30:16,P12,390
12-28-2018 01:30:16,P1T,69.80
12-28-2018 01:30:16,P1H,63.30
12-28-2018 01:30:23,F20,626
12-28-2018 01:30:23,F2T,67.64
12-28-2018 01:30:23,F2H,56.90
12-28-2018 02:00:01,F10,676
12-28-2018 02:00:01,F1T,70.70
12-28-2018 02:00:01,F1H,49.60
12-28-2018 02:00:08,N10,385
12-28-2018 02:00:08,N11,331
12-28-2018 02:00:08,N12,311
12-28-2018 02:00:08,N1T,81.50
12-28-2018 02:00:08,N1H,99.90
12-28-2018 02:00:16,P10,535
12-28-2018 02:00:16,P11,471
12-28-2018 02:00:16,P12,397
12-28-2018 02:00:16,P1T,69.62
12-28-2018 02:00:16,P1H,60.00
12-28-2018 02:00:23,F20,621
12-28-2018 02:00:23,F2T,67.64
12-28-2018 02:00:23,F2H,56.60
12-28-2018 02:30:01,F10,691
12-28-2018 02:30:01,F1T,70.52
12-28-2018 02:30:01,F1H,49.80
12-28-2018 02:30:09,N10,366
12-28-2018 02:30:09,N11,330
12-28-2018 02:30:09,N12,309
12-28-2018 02:30:09,N1T,80.96
12-28-2018 02:30:09,N1H,99.90
12-28-2018 02:30:16,P10,544
12-28-2018 02:30:16,P11,469
12-28-2018 02:30:16,P12,393
12-28-2018 02:30:16,P1T,69.44
12-28-2018 02:30:16,P1H,59.70
12-28-2018 02:30:23,F20,626
12-28-2018 02:30:23,F2T,67.46
12-28-2018 02:30:23,F2H,56.40
12-28-2018 03:00:01,F10,676
12-28-2018 03:00:01,F1T,70.52
12-28-2018 03:00:01,F1H,49.80
12-28-2018 03:00:08,N10,375
12-28-2018 03:00:08,N11,326
12-28-2018 03:00:08,N12,314
12-28-2018 03:00:08,N1T,80.60
